,o_orderkey,o_custkey,o_totalprice,o_orderdate,o_freedelivery
2285,14816,356,61148.75,1993-07-15,no
2286,17255,275,32666.85,1993-07-15,no
2287,30947,1027,111979.68,1993-07-15,no
2288,37920,319,25098.9,1993-07-15,no
2289,39235,916,71176.29,1993-07-15,no
2290,294,355,41279.41,1993-07-16,yes
2291,22660,499,272380.52,1993-07-16,yes
2292,26368,883,105965.53,1993-07-16,no
2293,38405,232,352925.27,1993-07-16,yes
2294,1604,787,157799.68,1993-07-17,yes
2295,12610,61,6872.61,1993-07-17,no
2296,18722,550,71481.4,1993-07-17,no
2297,19174,637,341295.65,1993-07-17,yes
2298,24069,19,45048.7,1993-07-17,no
2299,24833,964,185612.02,1993-07-17,no
2300,31842,17,123411.02,1993-07-17,no
2301,6531,416,156074.91,1993-07-18,no
2302,13255,781,117742.06,1993-07-18,no
2303,16289,784,197216.55,1993-07-18,yes
2304,30528,668,79179.17,1993-07-18,no
2305,35137,133,121880.95,1993-07-18,yes
2306,39330,529,126815.87,1993-07-18,yes
2307,14534,989,250305.61,1993-07-19,yes
2308,18341,829,83090.67,1993-07-19,yes
2309,23559,1046,149676.62,1993-07-19,no
2310,34499,854,295812.37,1993-07-19,yes
2311,38470,976,165171.18,1993-07-19,yes
2312,3684,160,138224.35,1993-07-20,no
2313,17344,1022,217120.88,1993-07-20,yes
2314,35043,679,131479.53,1993-07-20,yes
2315,16065,958,39640.46,1993-07-21,yes
2316,23041,616,202124.99,1993-07-21,yes
2317,32002,115,151897.22,1993-07-21,no
2318,38017,389,192308.31,1993-07-21,no
2319,10306,107,80729.88,1993-07-22,no
2320,22470,383,48155.09,1993-07-22,no
2321,27779,874,24348.5,1993-07-22,no
2322,28932,781,133446.72,1993-07-22,yes
2323,3076,640,130832.43,1993-07-23,no
2324,10374,236,19287.14,1993-07-23,no
2325,12518,757,131596.86,1993-07-23,no
2326,16165,473,106465.67,1993-07-23,yes
2327,26373,226,127828.34,1993-07-23,yes
2328,26692,913,17476.73,1993-07-23,no
2329,33446,797,124342.59,1993-07-23,no
2330,3109,856,274470.84,1993-07-24,yes
2331,26784,766,142556.19,1993-07-24,no
2332,32323,992,216269.03,1993-07-24,yes
2333,15463,622,191542.14,1993-07-25,yes
2334,35046,151,309023.49,1993-07-25,yes
2335,2822,553,36548.58,1993-07-26,no
2336,5445,805,170821.26,1993-07-26,yes
2337,15271,982,241430.3,1993-07-26,yes
2338,23719,50,117736.59,1993-07-26,no
2339,24064,25,158803.75,1993-07-26,no
2340,31073,166,213138.07,1993-07-26,yes
2341,37056,1010,82388.07,1993-07-26,no
2342,8228,373,71533.54,1993-07-27,yes
2343,13090,91,126915.79,1993-07-27,yes
2344,19205,409,208200.2,1993-07-27,yes
2345,20225,419,156128.17,1993-07-27,no
2346,35271,235,860.18,1993-07-27,no
2347,4962,727,50146.74,1993-07-28,no
2348,12870,956,47379.42,1993-07-28,no
2349,16640,169,101634.75,1993-07-28,no
2350,18241,868,155024.63,1993-07-28,no
2351,23234,590,24718.26,1993-07-28,no
2352,36262,742,185417.85,1993-07-28,no
2353,3489,751,72279.73,1993-07-29,no
2354,26341,916,112122.42,1993-07-29,no
2355,31809,598,69425.19,1993-07-29,no
2356,19843,493,149702.08,1993-07-30,yes
2357,22054,338,107227.99,1993-07-30,no
2358,25634,49,247688.88,1993-07-30,yes
2359,1603,10,41039.19,1993-07-31,no
2360,20832,712,129737.14,1993-07-31,no
2361,24196,172,89687.05,1993-07-31,no
2362,39650,409,127992.6,1993-07-31,no
2363,13127,817,63157.78,1993-08-01,no
2364,22151,778,85472.9,1993-08-01,no
2365,34407,608,107632.08,1993-08-01,no
2366,17441,56,36122.83,1993-08-02,no
2367,28321,331,290601.2,1993-08-02,yes
2368,31107,409,78432.74,1993-08-02,yes
2369,15969,1027,70823.93,1993-08-03,no
2370,34980,712,122186.85,1993-08-03,yes
2371,26244,296,213478.47,1993-08-04,yes
2372,27744,521,54882.76,1993-08-04,no
2373,29762,427,192857.98,1993-08-04,yes
2374,31879,499,79510.92,1993-08-04,no
2375,33154,70,25673.96,1993-08-04,no
2376,37572,62,159479.4,1993-08-04,no
2377,1602,7,4607.93,1993-08-05,no
2378,3108,592,86857.39,1993-08-05,yes
2379,12483,88,128913.75,1993-08-05,no
2380,15618,1039,184985.91,1993-08-05,yes
2381,19136,484,16928.39,1993-08-05,no
2382,19748,97,78043.47,1993-08-05,no
2383,24097,880,159112.14,1993-08-05,no
2384,26816,328,101804.0,1993-08-05,yes
2385,31495,845,106768.72,1993-08-05,no
2386,6019,397,32364.7,1993-08-06,no
2387,16069,331,103682.47,1993-08-06,no
2388,17956,449,101558.75,1993-08-06,no
2389,8416,76,283681.04,1993-08-07,yes
2390,18210,818,327372.53,1993-08-07,yes
2391,18598,211,115211.15,1993-08-07,no
2392,34535,571,212662.4,1993-08-07,yes
2393,193,554,64679.23,1993-08-08,no
2394,9985,845,61064.93,1993-08-08,no
2395,10081,344,223618.86,1993-08-08,yes
2396,12485,131,285348.85,1993-08-08,yes
2397,2821,817,38033.13,1993-08-09,no
2398,15110,979,52303.08,1993-08-09,no
2399,4932,853,64925.79,1993-08-10,no
2400,34916,178,37194.94,1993-08-10,yes
2401,8899,613,96854.92,1993-08-11,yes
2402,10435,836,151197.61,1993-08-11,yes
2403,15942,521,139496.59,1993-08-11,no
2404,19104,803,118876.39,1993-08-11,yes
2405,7715,302,102482.28,1993-08-12,no
2406,13861,874,234307.88,1993-08-12,yes
2407,31650,872,177296.39,1993-08-12,no
2408,22117,271,155405.85,1993-08-13,no
2409,24615,1012,117287.79,1993-08-13,no
2410,5061,704,57259.86,1993-08-14,no
2411,18560,988,62730.89,1993-08-14,no
2412,19687,676,261961.23,1993-08-14,yes
2413,33537,811,93745.38,1993-08-14,no
2414,34023,872,206025.19,1993-08-14,yes
2415,35878,238,126165.45,1993-08-14,no
2416,17381,646,117968.43,1993-08-15,no
2417,20679,500,318781.27,1993-08-15,yes
2418,35079,581,205045.0,1993-08-15,yes
2419,6625,941,10914.0,1993-08-16,no
2420,19686,679,92662.51,1993-08-16,no
2421,23459,211,108882.27,1993-08-16,yes
2422,38176,677,157225.04,1993-08-16,yes
2423,1382,926,180130.33,1993-08-17,no
2424,23972,725,121710.87,1993-08-17,yes
2425,24227,994,150726.94,1993-08-17,no
2426,29632,104,47810.46,1993-08-17,yes
2427,30114,895,33706.87,1993-08-17,no
2428,3463,619,126473.13,1993-08-18,no
2429,11491,112,183408.88,1993-08-18,no
2430,12710,818,280088.82,1993-08-18,yes
2431,17409,539,210372.99,1993-08-18,yes
2432,21154,775,32560.67,1993-08-18,yes
2433,22274,1033,61171.24,1993-08-18,yes
2434,22820,1043,165427.33,1993-08-18,no
2435,28580,344,16798.64,1993-08-18,no
2436,33733,848,40771.41,1993-08-18,no
2437,34850,272,54523.36,1993-08-18,no
2438,6244,995,49688.08,1993-08-19,no
2439,13094,790,89978.29,1993-08-19,no
2440,26688,668,212740.36,1993-08-19,yes
2441,27232,235,66763.81,1993-08-19,yes
2442,2368,91,97323.64,1993-08-20,no
2443,21254,160,72345.78,1993-08-20,yes
2444,23874,271,23301.3,1993-08-20,no
2445,34821,872,256108.24,1993-08-20,yes
2446,4161,823,257514.05,1993-08-21,yes
2447,9152,847,118703.6,1993-08-21,yes
2448,15045,304,213826.54,1993-08-21,yes
2449,25154,221,88965.02,1993-08-21,no
2450,26023,883,164829.31,1993-08-21,yes
2451,3431,325,48743.1,1993-08-22,no
2452,22053,617,230699.38,1993-08-22,yes
2453,26693,598,92770.79,1993-08-22,no
2454,27104,181,149004.18,1993-08-22,no
2455,30883,769,236955.01,1993-08-22,yes
2456,31204,875,230418.95,1993-08-22,yes
2457,4547,758,60609.49,1993-08-23,yes
2458,11488,526,83624.94,1993-08-23,no
2459,31238,193,208470.59,1993-08-23,yes
2460,36480,814,188369.69,1993-08-23,yes
2461,1350,355,64204.42,1993-08-24,no
2462,3493,565,67243.53,1993-08-24,yes
2463,10789,964,85669.01,1993-08-24,yes
2464,11907,929,177895.69,1993-08-24,yes
2465,23331,782,101016.35,1993-08-24,no
2466,6756,799,228691.84,1993-08-25,yes
2467,10819,400,58490.46,1993-08-25,no
2468,11460,535,67743.43,1993-08-25,no
2469,32577,344,176168.55,1993-08-25,no
2470,34209,901,264767.57,1993-08-25,yes
2471,34562,104,160908.75,1993-08-25,no
2472,14117,908,334514.22,1993-08-26,yes
2473,23712,466,46786.03,1993-08-26,yes
2474,4615,200,16306.13,1993-08-27,no
2475,13767,646,196627.76,1993-08-27,yes
2476,20547,566,30453.16,1993-08-27,no
2477,24007,407,214242.34,1993-08-27,yes
2478,28068,625,243031.26,1993-08-27,yes
2479,23362,1009,119626.87,1993-08-28,no
2480,32834,391,38283.36,1993-08-28,no
2481,37860,337,149440.37,1993-08-28,yes
2482,515,994,221202.75,1993-08-29,yes
2483,28769,28,185356.36,1993-08-29,yes
2484,31239,515,153197.34,1993-08-29,yes
2485,31616,691,207028.64,1993-08-29,yes
2486,641,931,169782.45,1993-08-30,no
2487,9251,226,29014.79,1993-08-30,no
2488,39236,829,58424.73,1993-08-30,no
2489,39907,307,10538.17,1993-08-30,no
2490,12929,643,120315.19,1993-08-31,yes
2491,14597,835,288237.39,1993-08-31,yes
2492,30372,292,174970.13,1993-08-31,no
2493,32229,389,179122.16,1993-08-31,yes
2494,34530,925,196344.77,1993-08-31,yes
2495,17542,791,99863.11,1993-09-01,no
2496,27175,103,56269.21,1993-09-01,no
2497,31366,133,90039.04,1993-09-01,no
2498,33634,374,12658.11,1993-09-01,no
2499,8225,178,177635.83,1993-09-02,no
2500,17410,316,112416.06,1993-09-02,no
2501,19684,283,158812.85,1993-09-02,yes
2502,5093,544,236851.63,1993-09-03,yes
2503,14341,467,184751.05,1993-09-03,no
2504,18791,791,36544.06,1993-09-03,no
2505,28064,961,228109.7,1993-09-03,yes
2506,33127,1015,14540.02,1993-09-03,no
2507,2055,679,84613.07,1993-09-04,no
2508,2274,728,88863.69,1993-09-04,no
2509,2593,640,176132.54,1993-09-04,yes
2510,16513,595,125903.44,1993-09-04,yes
2511,999,422,180112.18,1993-09-05,no
2512,14720,281,142570.91,1993-09-05,no
2513,18145,293,149817.28,1993-09-05,no
2514,25952,911,123628.98,1993-09-05,no
2515,36295,113,180433.04,1993-09-05,no
2516,9639,505,209778.13,1993-09-06,yes
2517,27843,77,122098.96,1993-09-06,no
2518,36449,824,197575.94,1993-09-06,yes
2519,5702,677,237747.42,1993-09-07,yes
2520,8736,233,239319.1,1993-09-07,yes
2521,14594,100,24800.83,1993-09-07,no
2522,22209,460,106573.29,1993-09-07,yes
2523,24806,437,64035.85,1993-09-07,no
2524,31872,343,154144.96,1993-09-07,yes
2525,11014,223,122212.03,1993-09-08,yes
2526,27876,130,118952.14,1993-09-08,no
2527,29894,176,225593.85,1993-09-08,yes
2528,17666,221,123722.63,1993-09-09,yes
2529,35777,551,131753.54,1993-09-09,yes
2530,6720,715,186856.31,1993-09-10,yes
2531,9414,934,74170.16,1993-09-10,no
2532,19714,1034,227757.08,1993-09-10,yes
2533,9796,737,206180.99,1993-09-11,yes
2534,18213,763,103901.73,1993-09-11,no
2535,31911,280,3333.35,1993-09-11,no
2536,36448,658,203291.55,1993-09-11,yes
2537,36800,838,165233.66,1993-09-11,yes
2538,38753,569,115562.91,1993-09-11,no
2539,6115,1009,243226.35,1993-09-12,yes
2540,7200,484,248169.44,1993-09-12,yes
2541,8640,853,24624.92,1993-09-12,no
2542,17475,604,173659.17,1993-09-12,no
2543,21025,97,107117.95,1993-09-12,no
2544,35141,700,209237.3,1993-09-12,yes
2545,9797,31,191881.32,1993-09-13,no
2546,21862,316,120691.4,1993-09-13,yes
2547,26276,505,87415.82,1993-09-13,no
2548,6848,511,224455.24,1993-09-14,yes
2549,15303,665,175690.15,1993-09-14,yes
2550,22882,574,73871.32,1993-09-14,no
2551,36673,859,416522.74,1993-09-14,yes
2552,1542,1000,161935.84,1993-09-15,yes
2553,18274,191,10996.66,1993-09-15,no
2554,28033,31,203789.75,1993-09-15,yes
2555,31040,689,256175.62,1993-09-15,yes
2556,3104,482,133480.06,1993-09-16,no
2557,7968,262,160409.26,1993-09-16,no
2558,11522,34,32135.37,1993-09-16,no
2559,20517,184,228195.69,1993-09-16,yes
2560,23168,25,335430.5,1993-09-16,yes
2561,23328,460,42375.05,1993-09-16,no
2562,14051,419,20584.14,1993-09-17,no
2563,14373,358,86108.73,1993-09-18,no
2564,15335,943,147109.13,1993-09-18,no
2565,22212,818,79015.22,1993-09-18,no
2566,23842,794,234816.97,1993-09-18,yes
2567,25254,887,205612.04,1993-09-18,yes
2568,36005,446,164421.96,1993-09-18,no
2569,36099,728,131159.17,1993-09-18,yes
2570,20966,449,165903.24,1993-09-19,yes
2571,25284,214,137361.4,1993-09-19,no
2572,36290,469,29820.6,1993-09-19,no
2573,358,17,269873.67,1993-09-20,yes
2574,4612,424,119655.14,1993-09-20,yes
2575,8000,107,191619.2,1993-09-20,yes
2576,18215,319,81951.27,1993-09-20,no
2577,21249,550,166476.6,1993-09-20,yes
2578,30087,199,138837.24,1993-09-20,no
2579,36869,568,138692.13,1993-09-20,yes
2580,14529,961,188086.4,1993-09-21,no
2581,23906,880,75669.45,1993-09-21,yes
2582,25477,952,100833.64,1993-09-21,no
2583,27745,29,202059.79,1993-09-21,yes
2584,7749,385,161468.26,1993-09-22,no
2585,11780,20,102004.35,1993-09-22,no
2586,12967,802,8896.11,1993-09-22,no
2587,17286,307,224502.31,1993-09-22,yes
2588,25056,257,106850.79,1993-09-22,yes
2589,30851,254,10637.11,1993-09-22,no
2590,35652,1021,353587.64,1993-09-22,yes
2591,711,446,155737.42,1993-09-23,yes
2592,1863,512,110571.99,1993-09-23,yes
2593,17988,868,246402.2,1993-09-23,yes
2594,31808,158,202230.17,1993-09-23,yes
2595,2631,247,106782.07,1993-09-24,no
2596,22307,491,141158.84,1993-09-24,no
2597,28801,76,57970.04,1993-09-24,no
2598,29504,596,253936.32,1993-09-24,yes
2599,32455,239,121820.38,1993-09-24,no
2600,33763,133,37992.3,1993-09-24,no
2601,36773,808,136755.55,1993-09-24,no
2602,5543,805,173621.65,1993-09-25,no
2603,20576,895,243550.09,1993-09-25,yes
2604,27654,664,76710.76,1993-09-25,no
2605,28832,626,104160.09,1993-09-25,yes
2606,773,923,168834.46,1993-09-26,yes
2607,8613,850,91252.69,1993-09-26,no
2608,10657,514,85841.4,1993-09-26,yes
2609,17249,283,277248.27,1993-09-26,yes
2610,17858,874,219890.96,1993-09-26,yes
2611,18914,109,36687.84,1993-09-26,yes
2612,21127,130,128904.2,1993-09-26,yes
2613,33505,451,197226.52,1993-09-26,no
2614,416,281,100360.97,1993-09-27,yes
2615,5766,334,46444.35,1993-09-27,no
2616,6753,85,149433.48,1993-09-27,yes
2617,14950,991,103945.72,1993-09-27,yes
2618,18597,1001,227130.98,1993-09-27,yes
2619,22661,173,92042.32,1993-09-27,no
2620,30884,509,99618.49,1993-09-27,no
2621,35750,896,112072.86,1993-09-27,yes
2622,37925,40,208280.77,1993-09-27,yes
2623,39238,794,214395.94,1993-09-27,yes
2624,11654,554,129391.63,1993-09-28,yes
2625,15906,473,116659.48,1993-09-28,no
2626,39140,55,201551.92,1993-09-28,yes
2627,259,304,91123.66,1993-09-29,no
2628,3745,784,34726.67,1993-09-29,no
2629,34979,835,126788.2,1993-09-29,no
2630,10563,1,206369.57,1993-09-30,yes
2631,29445,913,28375.39,1993-09-30,no
2632,32998,793,59627.78,1993-09-30,no
2633,34244,715,117133.57,1993-09-30,no
2634,37829,715,210710.83,1993-09-30,yes
2635,7457,469,230393.86,1993-10-01,yes
2636,7489,41,114095.47,1993-10-01,no
2637,16741,322,36700.64,1993-10-01,no
2638,24710,701,38913.14,1993-10-01,no
2639,14535,914,104074.61,1993-10-02,no
2640,25543,439,50272.11,1993-10-02,no
2641,5764,916,74309.46,1993-10-03,yes
2642,35686,175,110767.16,1993-10-03,no
2643,37127,893,264169.86,1993-10-03,yes
2644,4928,16,70276.02,1993-10-04,no
2645,8965,512,112810.33,1993-10-04,no
2646,24260,109,176978.34,1993-10-04,no
2647,28162,362,110245.07,1993-10-04,no
2648,32130,754,74306.41,1993-10-04,no
2649,35426,841,129258.27,1993-10-04,yes
2650,38497,5,91136.54,1993-10-04,no
2651,16261,500,159988.3,1993-10-05,no
2652,28355,556,295834.01,1993-10-05,yes
2653,30150,829,25101.0,1993-10-05,no
2654,33573,230,149637.94,1993-10-05,yes
2655,7616,236,88525.57,1993-10-06,no
2656,17123,853,161823.74,1993-10-06,yes
2657,4289,872,24069.05,1993-10-07,no
2658,13443,382,152918.2,1993-10-07,no
2659,14081,626,130739.96,1993-10-07,no
2660,20192,812,96710.57,1993-10-07,no
2661,20871,362,57483.29,1993-10-07,no
2662,23046,898,290548.72,1993-10-07,yes
2663,27427,841,123118.74,1993-10-07,no
2664,33600,619,75816.19,1993-10-07,yes
2665,8933,125,30462.94,1993-10-08,no
2666,16194,328,172077.57,1993-10-08,no
2667,27974,961,202016.88,1993-10-08,yes
2668,34246,433,227320.45,1993-10-08,yes
2669,7619,553,72123.0,1993-10-09,no
2670,17568,1027,301342.76,1993-10-09,yes
2671,31779,274,67395.62,1993-10-09,no
2672,32519,313,193882.51,1993-10-09,no
2673,5350,523,157641.13,1993-10-10,no
2674,10147,817,200384.57,1993-10-10,yes
2675,12960,871,129468.61,1993-10-10,no
2676,20545,823,199432.53,1993-10-10,no
2677,20868,380,37752.22,1993-10-10,no
2678,34823,82,84286.7,1993-10-10,yes
2679,4455,121,134253.02,1993-10-11,no
2680,9860,437,138033.64,1993-10-11,yes
2681,24516,374,66865.12,1993-10-11,no
2682,11716,337,135263.81,1993-10-12,no
2683,17952,233,79023.92,1993-10-12,no
2684,22469,674,257506.77,1993-10-12,yes
2685,39397,11,86888.31,1993-10-12,no
2686,39557,961,197867.48,1993-10-12,no
2687,6976,658,135754.68,1993-10-13,no
2688,7015,607,226539.2,1993-10-13,yes
2689,7559,694,243017.27,1993-10-13,yes
2690,34849,274,296236.38,1993-10-13,yes
2691,35233,68,105594.96,1993-10-13,no
2692,37410,511,126004.86,1993-10-13,no
2693,3,865,199896.28,1993-10-14,no
2694,1507,844,135553.65,1993-10-14,no
2695,13440,607,16640.99,1993-10-14,no
2696,26401,608,91603.53,1993-10-14,no
2697,14402,586,103376.89,1993-10-15,yes
2698,28645,232,140213.45,1993-10-15,no
2699,30023,196,149880.89,1993-10-16,no
2700,30598,277,117215.79,1993-10-16,no
2701,31492,8,201879.19,1993-10-16,yes
2702,31588,944,25520.54,1993-10-16,no
2703,31745,325,91464.21,1993-10-16,no
2704,325,281,74559.75,1993-10-17,no
2705,12164,919,163057.88,1993-10-17,no
2706,13476,1021,238567.76,1993-10-17,yes
2707,22912,982,142159.58,1993-10-17,no
2708,34977,841,116509.27,1993-10-17,yes
2709,37959,709,167923.09,1993-10-17,no
2710,4899,421,14900.14,1993-10-18,no
2711,256,874,179870.64,1993-10-19,no
2712,16836,400,41266.05,1993-10-19,no
2713,19491,257,23222.52,1993-10-19,no
2714,31301,25,132375.22,1993-10-19,no
2715,36323,679,46447.53,1993-10-19,yes
2716,15456,595,221119.78,1993-10-20,yes
2717,22694,653,78445.02,1993-10-20,no
2718,24903,880,273698.24,1993-10-20,yes
2719,4965,364,177292.72,1993-10-21,no
2720,8871,550,35863.33,1993-10-21,no
2721,9731,199,22492.96,1993-10-21,no
2722,14086,242,60110.76,1993-10-21,no
2723,23106,1031,150597.89,1993-10-21,no
2724,29895,238,147709.54,1993-10-21,yes
2725,32193,179,30026.72,1993-10-21,no
2726,2628,388,255474.49,1993-10-22,yes
2727,21696,310,160572.62,1993-10-22,no
2728,23207,142,162384.89,1993-10-23,no
2729,10498,757,122296.24,1993-10-24,yes
2730,12261,790,310217.93,1993-10-24,yes
2731,16834,82,89464.22,1993-10-24,no
2732,31077,139,24564.4,1993-10-24,no
2733,12417,757,172105.61,1993-10-25,no
2734,28836,122,94019.97,1993-10-25,no
2735,32516,652,115738.79,1993-10-25,no
2736,35522,151,49435.86,1993-10-26,no
2737,33,469,134229.96,1993-10-27,no
2738,230,718,118211.6,1993-10-27,no
2739,10852,392,226918.07,1993-10-27,yes
2740,14758,859,44550.78,1993-10-27,no
2741,14981,475,250296.84,1993-10-27,yes
2742,22785,967,74694.78,1993-10-27,no
2743,38050,532,165949.29,1993-10-27,no
2744,37795,67,17510.49,1993-10-28,no
2745,2374,28,154695.72,1993-10-29,no
2746,12902,448,307894.97,1993-10-30,yes
2747,14306,412,23229.1,1993-10-30,no
2748,36615,736,27725.11,1993-10-30,no
2749,37669,652,219414.24,1993-10-30,yes
2750,1888,835,296467.78,1993-10-31,yes
2751,11236,157,225783.56,1993-10-31,yes
2752,20741,1036,185845.14,1993-10-31,no
2753,25062,541,78471.48,1993-10-31,yes
2754,36548,370,113014.37,1993-10-31,no
2755,37799,392,101301.84,1993-10-31,no
2756,14949,238,164548.7,1993-11-01,no
2757,32326,158,12345.45,1993-11-01,no
2758,32389,457,280686.51,1993-11-01,yes
2759,36003,979,61474.82,1993-11-01,yes
2760,38337,166,192669.43,1993-11-01,no
2761,26631,517,346094.29,1993-11-02,yes
2762,30917,49,151245.53,1993-11-02,no
2763,34721,356,120079.82,1993-11-02,yes
2764,19974,694,166859.31,1993-11-04,no
2765,23271,602,89855.93,1993-11-04,no
2766,14407,667,21714.28,1993-11-05,no
2767,15206,811,177153.87,1993-11-05,yes
2768,15878,8,210009.2,1993-11-05,yes
2769,25573,920,280786.4,1993-11-05,yes
2770,28802,433,131464.72,1993-11-05,no
2771,32228,1027,112348.25,1993-11-05,no
2772,34816,566,102343.06,1993-11-06,yes
2773,37957,391,171215.16,1993-11-06,yes
2774,14912,526,25414.43,1993-11-07,no
2775,22822,293,119553.88,1993-11-07,yes
2776,23680,565,38037.33,1993-11-07,no
2777,27335,886,50743.27,1993-11-07,no
2778,33889,1039,148121.54,1993-11-07,no
2779,37062,559,86113.54,1993-11-07,no
2780,2498,673,82769.45,1993-11-08,no
2781,5506,635,9870.71,1993-11-08,no
2782,9600,376,75862.33,1993-11-08,no
2783,13348,887,99062.44,1993-11-08,no
2784,13379,202,88336.78,1993-11-08,yes
2785,20193,160,292531.68,1993-11-08,yes
2786,1792,331,126153.18,1993-11-09,yes
2787,8834,185,165066.23,1993-11-09,no
2788,16449,731,153487.31,1993-11-09,yes
2789,5059,289,103299.96,1993-11-10,no
2790,7363,869,61778.04,1993-11-10,no
2791,12097,82,174835.04,1993-11-10,yes
2792,12295,619,70126.02,1993-11-10,no
2793,15078,20,255026.41,1993-11-10,yes
2794,22498,562,129335.68,1993-11-10,no
2795,39682,584,12850.32,1993-11-10,no
2796,7556,52,51264.78,1993-11-11,no
2797,8321,236,238938.52,1993-11-11,yes
2798,10915,950,152611.05,1993-11-11,no
2799,11911,248,213276.8,1993-11-11,yes
2800,22179,877,59748.62,1993-11-11,no
2801,28036,482,202187.46,1993-11-11,yes
2802,9091,476,191638.79,1993-11-12,no
2803,29990,178,64132.25,1993-11-12,yes
2804,8992,608,149186.58,1993-11-13,yes
2805,11299,35,273747.15,1993-11-13,yes
2806,24738,748,84992.55,1993-11-13,no
2807,25189,164,162637.81,1993-11-13,no
2808,4034,647,232197.48,1993-11-14,yes
2809,8647,772,92355.13,1993-11-14,no
2810,11136,919,55905.4,1993-11-14,yes
2811,15398,568,41718.75,1993-11-14,no
2812,19430,407,98109.94,1993-11-14,no
2813,38980,356,183401.88,1993-11-14,no
2814,39139,598,316896.78,1993-11-14,yes
2815,2048,118,48421.19,1993-11-15,no
2816,4580,563,138618.06,1993-11-15,no
2817,14499,253,375048.19,1993-11-15,yes
2818,38789,134,260205.42,1993-11-15,yes
2819,867,176,13467.39,1993-11-16,no
2820,26081,799,44782.16,1993-11-16,no
2821,10117,514,103252.28,1993-11-17,no
2822,10499,610,158379.7,1993-11-17,no
2823,11586,709,20431.09,1993-11-17,no
2824,22404,475,61929.59,1993-11-17,no
2825,23717,529,103094.42,1993-11-17,no
2826,25121,59,61445.15,1993-11-17,no
2827,16453,796,331868.25,1993-11-18,yes
2828,29382,1009,165199.47,1993-11-18,no
2829,38625,595,171262.65,1993-11-18,no
2830,39393,356,77103.83,1993-11-18,yes
2831,2563,428,232389.59,1993-11-19,yes
2832,2752,407,227460.61,1993-11-19,yes
2833,13607,251,155708.63,1993-11-19,no
2834,17697,1036,244539.13,1993-11-19,yes
2835,22887,1039,109767.34,1993-11-19,yes
2836,34658,841,157994.45,1993-11-19,no
2837,38464,625,59450.72,1993-11-19,no
2838,8001,883,258518.3,1993-11-20,yes
2839,23366,196,125641.6,1993-11-20,yes
2840,2085,343,56926.78,1993-11-21,no
2841,8582,466,195247.23,1993-11-21,no
2842,13895,470,156428.98,1993-11-21,no
2843,4101,992,36278.97,1993-11-22,no
2844,4768,946,5928.93,1993-11-22,no
2845,5863,449,65495.41,1993-11-22,no
2846,5988,205,42938.78,1993-11-22,no
2847,21863,457,162923.68,1993-11-22,no
2848,33152,674,91787.49,1993-11-22,no
2849,38917,211,309396.7,1993-11-22,yes
2850,15010,806,122698.01,1993-11-23,yes
2851,27047,313,161939.67,1993-11-23,yes
2852,36134,976,28378.31,1993-11-23,no
2853,677,868,163578.94,1993-11-24,no
2854,807,1006,287561.37,1993-11-24,yes
2855,24128,592,93618.44,1993-11-24,no
2856,25828,368,176813.88,1993-11-24,yes
2857,27333,706,290232.31,1993-11-24,yes
2858,36071,887,33287.34,1993-11-24,no
2859,2759,811,131658.2,1993-11-25,no
2860,4675,602,82816.36,1993-11-25,no
2861,11427,299,249122.68,1993-11-25,yes
2862,20900,577,39238.04,1993-11-25,yes
2863,27681,758,107346.13,1993-11-25,no
2864,30912,713,107952.62,1993-11-25,no
2865,33123,883,117725.36,1993-11-25,no
2866,35910,940,223020.62,1993-11-25,yes
2867,37603,103,195896.96,1993-11-25,yes
2868,5189,493,268514.19,1993-11-26,yes
2869,9958,535,181240.9,1993-11-26,yes
2870,15015,925,69191.3,1993-11-26,no
2871,19941,739,160836.65,1993-11-26,no
2872,30754,343,158703.09,1993-11-26,yes
2873,32135,476,231052.94,1993-11-26,yes
2874,16738,886,107628.55,1993-11-27,yes
2875,37091,526,99872.37,1993-11-27,yes
2876,26630,268,104183.72,1993-11-28,no
2877,31718,1030,65759.99,1993-11-28,no
2878,35105,782,41769.17,1993-11-28,no
2879,35460,233,310271.65,1993-11-28,yes
2880,1732,1021,208228.23,1993-11-29,yes
2881,4291,617,107333.95,1993-11-29,no
2882,6726,766,208645.12,1993-11-29,yes
2883,1953,1046,79042.44,1993-11-30,yes
2884,2753,109,223610.97,1993-11-30,yes
2885,10209,847,351191.35,1993-11-30,yes
2886,12002,577,54445.89,1993-11-30,no
2887,14789,316,176192.54,1993-11-30,no
2888,31072,506,39986.42,1993-11-30,yes
2889,35265,1010,181532.88,1993-11-30,yes
2890,9957,1025,50076.14,1993-12-01,no
2891,10822,830,16201.17,1993-12-01,no
2892,24102,889,181331.72,1993-12-01,yes
2893,27527,1004,115226.02,1993-12-01,yes
2894,31296,643,201009.0,1993-12-01,yes
2895,37216,551,302175.81,1993-12-01,yes
2896,1831,494,92802.82,1993-12-02,no
2897,13799,697,145756.3,1993-12-02,yes
2898,25092,682,199831.99,1993-12-02,no
2899,36962,712,77874.36,1993-12-02,no
2900,1316,112,227145.57,1993-12-03,yes
2901,15362,268,48386.07,1993-12-03,no
2902,25315,410,198085.6,1993-12-03,no
2903,26305,971,138490.74,1993-12-03,no
2904,35042,376,35522.36,1993-12-03,yes
2905,38406,662,168130.03,1993-12-03,yes
