o_orderkey,o_custkey,o_totalprice,o_orderdate,o_freedelivery
10147,817,200384.57,1993-10-10,False
12960,871,129468.61,1993-10-10,False
20545,823,199432.53,1993-10-10,False
20868,380,37752.22,1993-10-10,False
34823,82,84286.7,1993-10-10,False
4455,121,134253.02,1993-10-11,False
9860,437,138033.64,1993-10-11,False
24516,374,66865.12,1993-10-11,False
11716,337,135263.81,1993-10-12,False
17952,233,79023.92,1993-10-12,False
22469,674,257506.77,1993-10-12,False
39397,11,86888.31,1993-10-12,False
39557,961,197867.48,1993-10-12,False
6976,658,135754.68,1993-10-13,False
7015,607,226539.2,1993-10-13,False
7559,694,243017.27,1993-10-13,False
34849,274,296236.38,1993-10-13,False
35233,68,105594.96,1993-10-13,False
37410,511,126004.86,1993-10-13,False
3,865,199896.28,1993-10-14,False
1507,844,135553.65,1993-10-14,False
13440,607,16640.99,1993-10-14,False
26401,608,91603.53,1993-10-14,False
14402,586,103376.89,1993-10-15,False
28645,232,140213.45,1993-10-15,False
30023,196,149880.89,1993-10-16,False
30598,277,117215.79,1993-10-16,False
31492,8,201879.19,1993-10-16,False
31588,944,25520.54,1993-10-16,False
31745,325,91464.21,1993-10-16,False
325,281,74559.75,1993-10-17,False
12164,919,163057.88,1993-10-17,False
13476,1021,238567.76,1993-10-17,False
22912,982,142159.58,1993-10-17,False
34977,841,116509.27,1993-10-17,False
37959,709,167923.09,1993-10-17,False
4899,421,14900.14,1993-10-18,False
256,874,179870.64,1993-10-19,False
16836,400,41266.05,1993-10-19,False
19491,257,23222.52,1993-10-19,False
31301,25,132375.22,1993-10-19,False
36323,679,46447.53,1993-10-19,False
15456,595,221119.78,1993-10-20,False
22694,653,78445.02,1993-10-20,False
24903,880,273698.24,1993-10-20,False
4965,364,177292.72,1993-10-21,False
8871,550,35863.33,1993-10-21,False
9731,199,22492.96,1993-10-21,False
14086,242,60110.76,1993-10-21,False
23106,1031,150597.89,1993-10-21,False
29895,238,147709.54,1993-10-21,False
32193,179,30026.72,1993-10-21,False
2628,388,255474.49,1993-10-22,False
21696,310,160572.62,1993-10-22,False
23207,142,162384.89,1993-10-23,False
10498,757,122296.24,1993-10-24,False
12261,790,310217.93,1993-10-24,False
16834,82,89464.22,1993-10-24,False
31077,139,24564.4,1993-10-24,False
12417,757,172105.61,1993-10-25,False
28836,122,94019.97,1993-10-25,False
32516,652,115738.79,1993-10-25,False
35522,151,49435.86,1993-10-26,False
33,469,134229.96,1993-10-27,False
230,718,118211.6,1993-10-27,False
10852,392,226918.07,1993-10-27,False
14758,859,44550.78,1993-10-27,False
14981,475,250296.84,1993-10-27,False
22785,967,74694.78,1993-10-27,False
38050,532,165949.29,1993-10-27,False
37795,67,17510.49,1993-10-28,False
2374,28,154695.72,1993-10-29,False
12902,448,307894.97,1993-10-30,False
14306,412,23229.1,1993-10-30,False
36615,736,27725.11,1993-10-30,False
37669,652,219414.24,1993-10-30,False
1888,835,296467.78,1993-10-31,False
11236,157,225783.56,1993-10-31,False
20741,1036,185845.14,1993-10-31,False
25062,541,78471.48,1993-10-31,False
36548,370,113014.37,1993-10-31,False
37799,392,101301.84,1993-10-31,False
14949,238,164548.7,1993-11-01,False
32326,158,12345.45,1993-11-01,False
32389,457,280686.51,1993-11-01,False
36003,979,61474.82,1993-11-01,False
38337,166,192669.43,1993-11-01,False
26631,517,346094.29,1993-11-02,False
30917,49,151245.53,1993-11-02,False
34721,356,120079.82,1993-11-02,False
19974,694,166859.31,1993-11-04,False
23271,602,89855.93,1993-11-04,False
14407,667,21714.28,1993-11-05,False
15206,811,177153.87,1993-11-05,False
15878,8,210009.2,1993-11-05,False
25573,920,280786.4,1993-11-05,False
28802,433,131464.72,1993-11-05,False
32228,1027,112348.25,1993-11-05,False
34816,566,102343.06,1993-11-06,False
37957,391,171215.16,1993-11-06,False
14912,526,25414.43,1993-11-07,False
22822,293,119553.88,1993-11-07,False
23680,565,38037.33,1993-11-07,False
27335,886,50743.27,1993-11-07,False
33889,1039,148121.54,1993-11-07,False
37062,559,86113.54,1993-11-07,False
2498,673,82769.45,1993-11-08,False
5506,635,9870.71,1993-11-08,False
9600,376,75862.33,1993-11-08,False
13348,887,99062.44,1993-11-08,False
13379,202,88336.78,1993-11-08,False
20193,160,292531.68,1993-11-08,False
1792,331,126153.18,1993-11-09,False
8834,185,165066.23,1993-11-09,False
16449,731,153487.31,1993-11-09,False
5059,289,103299.96,1993-11-10,False
7363,869,61778.04,1993-11-10,False
12097,82,174835.04,1993-11-10,False
12295,619,70126.02,1993-11-10,False
15078,20,255026.41,1993-11-10,False
22498,562,129335.68,1993-11-10,False
39682,584,12850.32,1993-11-10,False
7556,52,51264.78,1993-11-11,False
8321,236,238938.52,1993-11-11,False
10915,950,152611.05,1993-11-11,False
11911,248,213276.8,1993-11-11,False
22179,877,59748.62,1993-11-11,False
28036,482,202187.46,1993-11-11,False
9091,476,191638.79,1993-11-12,False
29990,178,64132.25,1993-11-12,False
8992,608,149186.58,1993-11-13,False
11299,35,273747.15,1993-11-13,False
24738,748,84992.55,1993-11-13,False
25189,164,162637.81,1993-11-13,False
4034,647,232197.48,1993-11-14,False
8647,772,92355.13,1993-11-14,False
11136,919,55905.4,1993-11-14,False
15398,568,41718.75,1993-11-14,False
19430,407,98109.94,1993-11-14,False
38980,356,183401.88,1993-11-14,False
39139,598,316896.78,1993-11-14,False
2048,118,48421.19,1993-11-15,False
4580,563,138618.06,1993-11-15,False
14499,253,375048.19,1993-11-15,False
38789,134,260205.42,1993-11-15,False
867,176,13467.39,1993-11-16,False
26081,799,44782.16,1993-11-16,False
10117,514,103252.28,1993-11-17,False
10499,610,158379.7,1993-11-17,False
11586,709,20431.09,1993-11-17,False
22404,475,61929.59,1993-11-17,False
23717,529,103094.42,1993-11-17,False
25121,59,61445.15,1993-11-17,False
16453,796,331868.25,1993-11-18,False
29382,1009,165199.47,1993-11-18,False
38625,595,171262.65,1993-11-18,False
39393,356,77103.83,1993-11-18,False
2563,428,232389.59,1993-11-19,False
2752,407,227460.61,1993-11-19,False
13607,251,155708.63,1993-11-19,False
17697,1036,244539.13,1993-11-19,False
22887,1039,109767.34,1993-11-19,False
34658,841,157994.45,1993-11-19,False
38464,625,59450.72,1993-11-19,False
8001,883,258518.3,1993-11-20,False
23366,196,125641.6,1993-11-20,False
2085,343,56926.78,1993-11-21,False
8582,466,195247.23,1993-11-21,False
13895,470,156428.98,1993-11-21,False
4101,992,36278.97,1993-11-22,False
4768,946,5928.93,1993-11-22,False
5863,449,65495.41,1993-11-22,False
5988,205,42938.78,1993-11-22,False
21863,457,162923.68,1993-11-22,False
33152,674,91787.49,1993-11-22,False
38917,211,309396.7,1993-11-22,False
15010,806,122698.01,1993-11-23,False
27047,313,161939.67,1993-11-23,False
36134,976,28378.31,1993-11-23,False
677,868,163578.94,1993-11-24,False
807,1006,287561.37,1993-11-24,False
24128,592,93618.44,1993-11-24,False
25828,368,176813.88,1993-11-24,False
27333,706,290232.31,1993-11-24,False
36071,887,33287.34,1993-11-24,False
2759,811,131658.2,1993-11-25,False
4675,602,82816.36,1993-11-25,False
11427,299,249122.68,1993-11-25,False
20900,577,39238.04,1993-11-25,False
27681,758,107346.13,1993-11-25,False
30912,713,107952.62,1993-11-25,False
33123,883,117725.36,1993-11-25,False
35910,940,223020.62,1993-11-25,False
37603,103,195896.96,1993-11-25,False
5189,493,268514.19,1993-11-26,False
9958,535,181240.9,1993-11-26,False
15015,925,69191.3,1993-11-26,False
19941,739,160836.65,1993-11-26,False
30754,343,158703.09,1993-11-26,False
32135,476,231052.94,1993-11-26,False
16738,886,107628.55,1993-11-27,False
37091,526,99872.37,1993-11-27,False
26630,268,104183.72,1993-11-28,False
31718,1030,65759.99,1993-11-28,False
35105,782,41769.17,1993-11-28,False
35460,233,310271.65,1993-11-28,False
1732,1021,208228.23,1993-11-29,False
4291,617,107333.95,1993-11-29,False
6726,766,208645.12,1993-11-29,False
1953,1046,79042.44,1993-11-30,False
2753,109,223610.97,1993-11-30,False
10209,847,351191.35,1993-11-30,False
12002,577,54445.89,1993-11-30,False
14789,316,176192.54,1993-11-30,False
31072,506,39986.42,1993-11-30,False
35265,1010,181532.88,1993-11-30,False
9957,1025,50076.14,1993-12-01,False
10822,830,16201.17,1993-12-01,False
24102,889,181331.72,1993-12-01,False
27527,1004,115226.02,1993-12-01,False
31296,643,201009,1993-12-01,False
37216,551,302175.81,1993-12-01,False
1831,494,92802.82,1993-12-02,False
13799,697,145756.3,1993-12-02,False
25092,682,199831.99,1993-12-02,False
36962,712,77874.36,1993-12-02,False
1316,112,227145.57,1993-12-03,False
15362,268,48386.07,1993-12-03,False
25315,410,198085.6,1993-12-03,False
26305,971,138490.74,1993-12-03,False
35042,376,35522.36,1993-12-03,False
38406,662,168130.03,1993-12-03,False
19139,748,138595.03,1993-12-04,False
25350,829,278065.58,1993-12-04,False
37093,382,79923.04,1993-12-04,False
1825,1027,161979.91,1993-12-05,False
3586,841,177932.08,1993-12-05,False
24866,517,135637.52,1993-12-05,False
27746,565,375482.13,1993-12-05,False
3783,305,201041.42,1993-12-06,False
7746,454,134890.48,1993-12-06,False
18887,148,105363.21,1993-12-06,False
20036,217,261020.69,1993-12-06,False
36997,766,90435.44,1993-12-06,False
16901,874,113785.71,1993-12-07,False
3591,941,107444.6,1993-12-08,False
12452,254,152659.62,1993-12-08,False
23264,47,149805.88,1993-12-08,False
35490,472,213130.8,1993-12-08,False
13187,646,72708.11,1993-12-09,False
18468,992,103855.06,1993-12-09,False
20674,206,154543.76,1993-12-09,False
27396,340,169425.02,1993-12-09,False
2919,368,212136.4,1993-12-10,False
2976,197,190388.66,1993-12-10,False
6914,490,66380.73,1993-12-10,False
6948,779,273460.25,1993-12-10,False
6978,196,180725.04,1993-12-10,False
8097,352,107685.89,1993-12-10,False
10274,958,47085.07,1993-12-10,False
17957,680,47379.47,1993-12-10,False
34949,832,123342.64,1993-12-10,False
7558,658,129596.05,1993-12-11,False
11047,122,87017.48,1993-12-11,False
6053,940,63719.48,1993-12-12,False
34438,772,62048.61,1993-12-12,False
39427,335,269110.5,1993-12-12,False
10242,71,200429.02,1993-12-13,False
12160,997,72623.85,1993-12-13,False
16579,401,96162.34,1993-12-13,False
16992,187,34288.83,1993-12-13,False
19492,815,273317.61,1993-12-13,False
23330,43,140494.77,1993-12-13,False
30149,269,220452.29,1993-12-13,False
35908,590,109269.85,1993-12-13,False
38210,334,292692.26,1993-12-13,False
13125,248,159885.06,1993-12-14,False
2339,760,81020.62,1993-12-15,False
10178,805,31398.19,1993-12-15,False
15109,296,247169.33,1993-12-15,False
15808,659,230006.73,1993-12-15,False
36805,379,64085.7,1993-12-15,False
642,280,30763.06,1993-12-16,False
23746,95,139549.61,1993-12-16,False
26080,421,194027.05,1993-12-16,False
34501,302,89217.54,1993-12-16,False
25287,598,76898.55,1993-12-17,False
34597,911,66218.09,1993-12-17,False
70,451,107342.71,1993-12-18,False
2659,575,112916.58,1993-12-18,False
13124,7,48897.5,1993-12-18,False
21666,655,84436.76,1993-12-18,False
21702,989,15280.91,1993-12-18,False
28388,526,111182.23,1993-12-18,False
32996,715,137171.65,1993-12-18,False
7681,721,43564.42,1993-12-19,False
16995,371,68552.99,1993-12-19,False
31139,317,189227.43,1993-12-19,False
36995,685,71435.31,1993-12-19,False
37446,763,42983.79,1993-12-19,False
33826,155,168018.06,1993-12-20,False
36741,926,183737.92,1993-12-20,False
37218,388,95974.36,1993-12-20,False
39842,884,168836.21,1993-12-20,False
3169,127,155145.69,1993-12-21,False
3905,148,87232.66,1993-12-21,False
10112,155,24028.14,1993-12-21,False
18627,922,151699.27,1993-12-21,False
5287,175,37380.57,1993-12-22,False
5479,488,123541.02,1993-12-22,False
8515,709,172743.11,1993-12-22,False
9028,1033,56018.09,1993-12-22,False
12612,1012,204667.1,1993-12-22,False
18822,46,121337.21,1993-12-22,False
26275,1006,1150.4,1993-12-22,False
16327,485,70577.97,1993-12-23,False
22656,544,29615.93,1993-12-23,False
39043,1013,69136.9,1993-12-23,False
1761,736,265075.39,1993-12-24,False
15366,749,61140.89,1993-12-24,False
32064,490,62773.35,1993-12-24,False
34308,88,85630.74,1993-12-24,False
5538,968,99317.82,1993-12-25,False
11713,979,154845.66,1993-12-25,False
16613,314,195382.58,1993-12-25,False
35972,7,33247.97,1993-12-25,False
3299,625,46670.78,1993-12-26,False
5346,256,191149.01,1993-12-26,False
16358,223,43876.62,1993-12-26,False
38976,256,147653.76,1993-12-26,False
5957,619,294937.57,1993-12-27,False
9031,967,235090.35,1993-12-27,False
12420,1042,158779.29,1993-12-27,False
19841,5,225461.76,1993-12-27,False
23329,967,223722.83,1993-12-27,False
27009,1040,148486.9,1993-12-27,False
30470,565,232825.83,1993-12-27,False
30757,460,67948.51,1993-12-27,False
195,949,184458.21,1993-12-28,False
14213,334,48327.23,1993-12-28,False
32131,290,105400.85,1993-12-28,False
35589,122,185398.97,1993-12-28,False
229,784,202030.22,1993-12-29,False
258,295,223775.32,1993-12-29,False
7301,1049,58235.39,1993-12-29,False
21024,494,90226.43,1993-12-29,False
1699,586,91351.65,1993-12-30,False
23399,766,74068.34,1993-12-30,False
27521,925,50326.87,1993-12-30,False
28067,923,342647.47,1993-12-30,False
38562,157,68021.97,1993-12-30,False
353,13,270495.62,1993-12-31,False
19556,182,187071.71,1993-12-31,False
24320,268,79966.56,1993-12-31,False
25735,862,170538.36,1993-12-31,False
27011,770,202050.11,1993-12-31,False
36293,316,123445.38,1993-12-31,False
290,826,83089.81,1994-01-01,False
1028,481,205349.06,1994-01-01,False
12519,640,164047.12,1994-01-01,False
32418,1027,86688.73,1994-01-01,False
13729,55,82805.23,1994-01-02,False
28774,254,109595.89,1994-01-02,False
1861,481,131027.9,1994-01-03,False
9285,709,105768.05,1994-01-03,False
33827,61,7712.03,1994-01-03,False
37537,710,151802.18,1994-01-03,False
7909,545,52124.2,1994-01-04,False
9637,988,121478.37,1994-01-04,False
9762,1045,249572.35,1994-01-04,False
11972,976,150760.15,1994-01-04,False
17442,526,16731.35,1994-01-04,False
30016,478,234701.14,1994-01-04,False
1249,1048,62604.96,1994-01-05,False
8710,677,100542.1,1994-01-05,False
13794,412,260948.03,1994-01-05,False
34375,596,257245.04,1994-01-05,False
10853,193,50125.07,1994-01-06,False
25601,506,167578.78,1994-01-06,False
28451,353,301441.06,1994-01-06,False
28678,673,8911.86,1994-01-06,False
2304,316,108321.89,1994-01-07,False
6854,584,284037.37,1994-01-07,False
14274,397,251459.87,1994-01-07,False
16770,619,22282.04,1994-01-07,False
16961,397,40231.58,1994-01-07,False
23488,292,224564.15,1994-01-07,False
3073,947,171948.9,1994-01-08,False
18405,683,139263.97,1994-01-08,False
32295,380,119660.19,1994-01-08,False
33923,101,72957.77,1994-01-08,False
2496,940,187634.4,1994-01-09,False
4193,25,196533.39,1994-01-09,False
7203,790,115569.39,1994-01-09,False
22946,799,190436.73,1994-01-09,False
29794,718,31475.51,1994-01-09,False
30083,184,108287.07,1994-01-09,False
39971,133,168799.9,1994-01-09,False
8576,484,114113.36,1994-01-10,False
18561,256,219464.29,1994-01-10,False
30821,292,162555.28,1994-01-10,False
31715,863,194966.11,1994-01-10,False
14596,838,154081.66,1994-01-11,False
16870,814,156452.09,1994-01-11,False
20037,641,226219.89,1994-01-11,False
28290,835,249719.69,1994-01-11,False
28999,929,54354.98,1994-01-11,False
31553,853,137149.43,1994-01-11,False
33988,671,12643.8,1994-01-11,False
19655,259,53811.47,1994-01-12,False
21830,383,39726.94,1994-01-12,False
33797,658,224417.37,1994-01-12,False
7461,832,158492.86,1994-01-13,False
20549,100,49117.7,1994-01-13,False
27813,1046,60411.1,1994-01-13,False
37862,944,198768.98,1994-01-13,False
12453,850,187137.22,1994-01-14,False
13602,943,195077.26,1994-01-14,False
25541,130,165919.5,1994-01-14,False
8325,517,44946.53,1994-01-15,False
30567,589,208268.12,1994-01-15,False
32935,775,77204.48,1994-01-15,False
34691,167,210553.28,1994-01-15,False
6884,817,220270.91,1994-01-16,False
12676,589,8826.56,1994-01-16,False
22243,745,241979.32,1994-01-16,False
25511,151,96871.66,1994-01-16,False
37729,479,112158.51,1994-01-16,False
2370,983,86857.5,1994-01-17,False
5638,755,115034.72,1994-01-17,False
17989,254,92473.58,1994-01-17,False
21153,829,232251.71,1994-01-17,False
22147,628,179064.35,1994-01-17,False
30915,994,188732.97,1994-01-17,False
31781,976,202993.65,1994-01-17,False
39173,389,170165.05,1994-01-17,False
1921,604,88856.53,1994-01-18,False
5285,490,118436.85,1994-01-18,False
10272,511,236825.6,1994-01-18,False
12771,316,160543.82,1994-01-18,False
18945,404,171989.26,1994-01-18,False
23458,592,23284.71,1994-01-18,False
32868,227,74725.2,1994-01-18,False
22118,1009,91740.57,1994-01-19,False
38404,493,4683.13,1994-01-19,False
66,905,104153.06,1994-01-20,False
16999,185,193370.12,1994-01-20,False
20711,760,90727.49,1994-01-20,False
22630,167,87476.47,1994-01-21,False
36678,391,294634.54,1994-01-21,False
38340,838,74855.71,1994-01-21,False
28481,976,84494.48,1994-01-22,False
31138,34,28829.62,1994-01-22,False
32800,154,146329.09,1994-01-22,False
35936,658,331011.08,1994-01-22,False
37638,782,99900.82,1994-01-22,False
38021,76,106241.39,1994-01-22,False
4323,725,27659.43,1994-01-23,False
7652,919,34168.57,1994-01-23,False
7815,238,21996.8,1994-01-23,False
13636,76,193717.72,1994-01-23,False
23718,292,159717.73,1994-01-23,False
27362,910,35139.35,1994-01-23,False
28225,1001,302438.26,1994-01-23,False
6400,577,130269.09,1994-01-24,False
10500,700,23212.08,1994-01-24,False
10661,125,102859.35,1994-01-24,False
24262,988,167781.24,1994-01-24,False
24802,179,57426.25,1994-01-24,False
39779,652,186482.76,1994-01-24,False
19234,322,140749.41,1994-01-25,False
29319,370,180891.66,1994-01-25,False
33025,802,236524.98,1994-01-25,False
33120,958,25121.57,1994-01-25,False
6629,766,146544.85,1994-01-26,False
7043,256,17388.86,1994-01-26,False
12869,977,102984.41,1994-01-26,False
39713,617,203258.78,1994-01-26,False
17186,1000,198228.87,1994-01-27,False
19399,502,78066.87,1994-01-27,False
20422,754,108528.71,1994-01-27,False
24544,136,228154.54,1994-01-27,False
27331,974,155469.11,1994-01-27,False
32807,157,175916.32,1994-01-27,False
10530,893,90498.49,1994-01-28,False
11686,727,209331.02,1994-01-28,False
12675,476,120362.3,1994-01-28,False
15718,808,102103.45,1994-01-28,False
8868,263,185332.77,1994-01-29,False
17155,965,232735.12,1994-01-29,False
19047,403,274061.63,1994-01-29,False
20391,407,77177.42,1994-01-29,False
3072,158,136051.23,1994-01-30,False
14752,736,21483.51,1994-01-30,False
20480,343,149328.05,1994-01-30,False
20484,782,169791.51,1994-01-30,False
37376,518,143045.73,1994-01-30,False
39073,949,165485.37,1994-01-30,False
5316,697,107183.96,1994-01-31,False
14309,967,96748.41,1994-01-31,False
21383,125,173978.19,1994-01-31,False
29858,890,26002.11,1994-01-31,False
35847,583,263016.79,1994-01-31,False
15270,949,38493.6,1994-02-01,False
18595,67,173996.78,1994-02-01,False
24867,599,19617.58,1994-02-01,False
29799,361,234440.91,1994-02-01,False
30341,100,198131.77,1994-02-01,False
4454,986,177299.09,1994-02-02,False
5666,97,176578.1,1994-02-02,False
30053,796,269499.98,1994-02-02,False
32676,610,171855.56,1994-02-02,False
39495,644,153463.34,1994-02-02,False
13604,799,255071.53,1994-02-03,False
19493,761,124513,1994-02-03,False
20226,856,61694.44,1994-02-03,False
20837,526,64109.51,1994-02-03,False
38529,529,286286.72,1994-02-03,False
39904,925,44694.21,1994-02-03,False
6437,814,141165.8,1994-02-04,False
21222,569,207778.2,1994-02-04,False
34784,826,247492.01,1994-02-04,False
14085,626,203614.65,1994-02-05,False
14400,443,242007.33,1994-02-05,False
14627,475,216723.82,1994-02-05,False
17636,533,196940.21,1994-02-05,False
25120,242,187057.32,1994-02-05,False
35776,670,232912.72,1994-02-05,False
417,383,120368,1994-02-06,False
10310,719,165778.97,1994-02-06,False
26945,235,143248.54,1994-02-06,False
35200,166,208260.21,1994-02-06,False
36068,829,157794.04,1994-02-06,False
9156,109,139706.43,1994-02-07,False
17319,386,12107.05,1994-02-07,False
18117,409,156036.26,1994-02-07,False
19683,260,20999.42,1994-02-07,False
22241,1016,49175.21,1994-02-07,False
25440,445,206543.24,1994-02-07,False
26724,988,128828.36,1994-02-07,False
28772,37,256213.31,1994-02-07,False
37346,386,27091.46,1994-02-07,False
23808,932,117261.35,1994-02-08,False
32960,350,146127.25,1994-02-08,False
3138,973,164096,1994-02-09,False
7140,838,84520.07,1994-02-09,False
14150,62,148708.05,1994-02-09,False
16835,154,84220.29,1994-02-09,False
20162,419,118998.47,1994-02-09,False
30561,208,144533.49,1994-02-09,False
33638,125,21983.8,1994-02-09,False
35746,386,82296.54,1994-02-09,False
11813,263,175432.41,1994-02-10,False
33344,688,1338.23,1994-02-10,False
7813,943,58432.13,1994-02-11,False
9222,148,224083.63,1994-02-11,False
9506,863,43342.41,1994-02-11,False
31078,871,82363.15,1994-02-11,False
14983,706,227525.22,1994-02-12,False
18790,16,62803.04,1994-02-12,False
33986,571,177374.95,1994-02-12,False
833,388,74521.03,1994-02-13,False
14211,841,206207.69,1994-02-13,False
14823,583,178920.85,1994-02-13,False
36550,1019,87762.14,1994-02-13,False
16612,196,202690.49,1994-02-14,False
21572,983,174100.16,1994-02-14,False
38368,127,29320.23,1994-02-14,False
13152,595,274883.84,1994-02-15,False
13408,959,233497.51,1994-02-15,False
14913,988,148782.18,1994-02-15,False
29413,602,199196.41,1994-02-15,False
3616,892,88916.33,1994-02-16,False
10881,701,225404.63,1994-02-16,False
32741,716,263299.72,1994-02-16,False
33095,7,201793.4,1994-02-16,False
34498,893,180706.34,1994-02-16,False
389,889,2233.72,1994-02-17,False
32037,334,277426.25,1994-02-17,False
18626,949,116089.7,1994-02-18,False
18915,175,1677.13,1994-02-18,False
21095,541,221343.24,1994-02-18,False
22083,1031,93879.58,1994-02-18,False
16547,328,172692.75,1994-02-19,False
7206,247,4460.23,1994-02-20,False
18471,152,209683.92,1994-02-20,False
23233,1022,40799.65,1994-02-20,False
36455,998,171356.83,1994-02-20,False
39712,923,68919.14,1994-02-21,False
26662,76,104330.07,1994-02-22,False
36769,565,63914.4,1994-02-22,False
38087,265,126631.34,1994-02-22,False
6368,361,173606.55,1994-02-23,False
18177,118,147848.49,1994-02-23,False
35557,250,178847.01,1994-02-23,False
39072,247,26919.2,1994-02-23,False
28256,851,56512.61,1994-02-24,False
36643,847,145525.17,1994-02-24,False
11008,365,172281.49,1994-02-25,False
18816,202,262152.32,1994-02-25,False
21409,817,80403.62,1994-02-25,False
37441,731,190197.18,1994-02-25,False
18337,1018,64066.33,1994-02-26,False
18819,170,250389.97,1994-02-26,False
23335,184,164982.31,1994-02-26,False
1059,889,286356.2,1994-02-27,False
6372,362,161898.73,1994-02-27,False
18279,233,156914.56,1994-02-27,False
30215,110,257739.04,1994-02-27,False
30404,968,48558.09,1994-02-27,False
30432,205,146646.8,1994-02-27,False
30564,142,128914.42,1994-02-27,False
6979,229,123881.95,1994-02-28,False
14657,259,107693.63,1994-02-28,False
14916,266,69046.09,1994-02-28,False
26690,433,157875.99,1994-02-28,False
28193,848,46321.8,1994-02-28,False
39846,124,136629.89,1994-02-28,False
21093,451,69161.72,1994-03-01,False
8258,623,124412.8,1994-03-02,False
11302,316,234872.85,1994-03-02,False
19042,364,305072.41,1994-03-02,False
22851,772,181668.21,1994-03-02,False
22917,109,119754.25,1994-03-02,False
7745,905,183390.11,1994-03-03,False
21703,550,106748.65,1994-03-03,False
11973,442,139965.7,1994-03-04,False
12544,308,67836,1994-03-04,False
30979,721,80121.64,1994-03-04,False
10022,650,65632.27,1994-03-05,False
20166,286,103130.09,1994-03-05,False
24480,193,44163.24,1994-03-05,False
28291,964,66045.07,1994-03-05,False
2466,127,186166.94,1994-03-06,False
5828,889,60363.76,1994-03-06,False
12934,436,263424,1994-03-06,False
20773,328,50341.41,1994-03-06,False
29984,221,60845.47,1994-03-06,False
1799,421,56004.86,1994-03-07,False
24391,58,194028.97,1994-03-07,False
25703,343,64300.87,1994-03-07,False
29670,913,18964.6,1994-03-07,False
352,746,22368.17,1994-03-08,False
14017,724,180605.27,1994-03-08,False
25990,949,201171.14,1994-03-08,False
8709,340,305869.48,1994-03-09,False
13542,712,356085.15,1994-03-09,False
24292,343,184730.3,1994-03-09,False
34304,850,12449.05,1994-03-09,False
37510,116,139801.39,1994-03-09,False
673,556,30353.57,1994-03-10,False
14982,1024,5047.84,1994-03-10,False
9538,980,22098.53,1994-03-11,False
13632,760,283042.1,1994-03-11,False
34497,452,98983.15,1994-03-11,False
37095,299,319667.91,1994-03-11,False
2373,184,86249.68,1994-03-12,False
17829,505,143710.12,1994-03-12,False
27111,779,139091.2,1994-03-12,False
99,623,156927.89,1994-03-13,False
291,988,107318.25,1994-03-13,False
12450,925,69879.95,1994-03-13,False
14176,694,125841.11,1994-03-13,False
14436,460,187363.59,1994-03-13,False
18083,308,58511.39,1994-03-13,False
25574,805,257348.05,1994-03-13,False
33217,583,238414.52,1994-03-13,False
23398,505,304791.69,1994-03-14,False
27079,406,28051.56,1994-03-14,False
28258,559,186454.81,1994-03-14,False
29474,332,78808.26,1994-03-14,False
7366,35,59817.35,1994-03-15,False
7776,764,136131.02,1994-03-15,False
9317,70,129261.86,1994-03-15,False
24193,166,251240.98,1994-03-15,False
28647,946,906.09,1994-03-15,False
1952,463,20138.65,1994-03-16,False
1989,814,41854.63,1994-03-16,False
11585,626,49985.75,1994-03-16,False
26855,247,32941.53,1994-03-16,False
28480,122,40758.91,1994-03-16,False
34176,940,86481.31,1994-03-16,False
37637,992,225670.68,1994-03-16,False
9383,98,143748.4,1994-03-17,False
36807,824,190545.03,1994-03-17,False
6498,860,99861.36,1994-03-18,False
9733,700,73609.11,1994-03-18,False
39906,631,71110.11,1994-03-18,False
1795,650,228447.73,1994-03-19,False
9894,596,93193.89,1994-03-19,False
15170,964,60321.58,1994-03-19,False
18021,368,78892.81,1994-03-19,False
19299,35,237988.93,1994-03-19,False
23751,728,111184.04,1994-03-19,False
26278,542,95544.59,1994-03-19,False
31941,418,139722.95,1994-03-19,False
7300,301,228892.17,1994-03-20,False
16676,977,162898.31,1994-03-20,False
22757,859,138750.88,1994-03-20,False
23429,829,254327,1994-03-20,False
2530,890,89067.61,1994-03-21,False
6116,943,240554.3,1994-03-21,False
11077,427,52126.2,1994-03-21,False
38084,563,85501.2,1994-03-21,False
39297,826,54704.87,1994-03-21,False
7719,298,5592.92,1994-03-22,False
13825,40,150360.33,1994-03-22,False
18599,443,125957.09,1994-03-22,False
26470,311,187517.53,1994-03-22,False
29766,490,235612.02,1994-03-22,False
35744,872,146251.22,1994-03-22,False
2212,814,24779.87,1994-03-23,False
6881,790,36050.75,1994-03-23,False
7136,247,365521.4,1994-03-23,False
8257,245,163253.81,1994-03-23,False
13252,916,158144.18,1994-03-23,False
17444,407,89514.43,1994-03-23,False
35395,542,54445.09,1994-03-23,False
38119,1034,163546.11,1994-03-23,False
39301,584,240146.35,1994-03-23,False
34017,547,150175.82,1994-03-24,False
32451,28,153896.62,1994-03-25,False
34247,472,23184.23,1994-03-25,False
37794,163,202906.1,1994-03-25,False
38721,781,142167.1,1994-03-25,False
323,274,87935.16,1994-03-26,False
1892,164,204635.85,1994-03-26,False
10148,1024,105978.31,1994-03-26,False
25731,700,191437.44,1994-03-26,False
32705,832,45615.81,1994-03-26,False
38565,139,211409.31,1994-03-26,False
3653,269,158417.19,1994-03-27,False
31174,1007,142638.11,1994-03-27,False
11558,43,35028.52,1994-03-28,False
12928,445,237786.65,1994-03-28,False
