,o_orderkey,o_custkey,o_totalprice,o_orderdate,o_freedelivery
14828,199009,1409,172762.95,1993-12-23,no
14829,1761,3566,318428.34,1993-12-24,yes
14830,15366,3637,50775.36,1993-12-24,no
14831,32064,2377,76054.46,1993-12-24,no
14832,34308,421,109601.94,1993-12-24,yes
14833,84999,1415,38624.03,1993-12-24,no
14834,98084,2777,115810.71,1993-12-24,no
14835,104385,4012,198304.35,1993-12-24,no
14836,105888,542,62619.63,1993-12-24,no
14837,110404,385,188151.24,1993-12-24,yes
14838,111651,1124,125346.84,1993-12-24,yes
14839,144806,872,24501.2,1993-12-24,no
14840,149092,394,191951.34,1993-12-24,yes
14841,163426,2396,133253.49,1993-12-24,no
14842,180135,3724,138651.99,1993-12-24,no
14843,193089,3638,56181.71,1993-12-24,no
14844,194913,1372,19504.58,1993-12-24,no
14845,5538,4700,122437.84,1993-12-25,no
14846,11713,4750,124315.57,1993-12-25,no
14847,16613,1522,212172.47,1993-12-25,yes
14848,35972,34,22851.83,1993-12-25,no
14849,42112,2203,160085.17,1993-12-25,yes
14850,51169,1384,137102.45,1993-12-25,yes
14851,54850,2509,203036.99,1993-12-25,yes
14852,60514,992,3437.9,1993-12-25,no
14853,62145,886,67967.69,1993-12-25,no
14854,89607,1405,46811.27,1993-12-25,no
14855,92706,2248,135087.27,1993-12-25,no
14856,105061,2297,74319.16,1993-12-25,no
14857,109250,4402,116852.3,1993-12-25,no
14858,112417,1561,271938.22,1993-12-25,yes
14859,114183,2944,130785.85,1993-12-25,yes
14860,141248,3344,259068.56,1993-12-25,yes
14861,170533,2426,137784.75,1993-12-25,yes
14862,177538,997,231423.88,1993-12-25,yes
14863,181061,4517,67995.58,1993-12-25,no
14864,184775,3946,135746.1,1993-12-25,yes
14865,3299,3031,43976.85,1993-12-26,no
14866,5346,1243,191626.78,1993-12-26,yes
14867,16358,1079,53878.2,1993-12-26,no
14868,38976,1234,177585.23,1993-12-26,yes
14869,41605,3653,54477.96,1993-12-26,no
14870,64612,3406,322054.0,1993-12-26,yes
14871,84292,3032,33142.5,1993-12-26,no
14872,96294,2785,173913.0,1993-12-26,no
14873,99654,2620,55158.34,1993-12-26,no
14874,101957,3895,99030.99,1993-12-26,yes
14875,107875,1148,6283.06,1993-12-26,no
14876,121958,493,149640.28,1993-12-26,no
14877,145510,53,182672.87,1993-12-26,no
14878,170151,5018,235053.79,1993-12-26,yes
14879,194211,1064,147461.02,1993-12-26,yes
14880,5957,2998,352304.9,1993-12-27,yes
14881,9031,4688,307090.67,1993-12-27,yes
14882,12420,5059,124269.57,1993-12-27,no
14883,19841,23,227289.56,1993-12-27,yes
14884,23329,4693,251676.39,1993-12-27,yes
14885,27009,5051,113954.39,1993-12-27,no
14886,30470,2746,249128.34,1993-12-27,yes
14887,30757,2230,67746.84,1993-12-27,yes
14888,45408,3397,107647.26,1993-12-27,yes
14889,50339,1930,109732.45,1993-12-27,no
14890,56103,2963,258129.84,1993-12-27,yes
14891,67808,3373,211395.16,1993-12-27,yes
14892,72134,2348,152588.79,1993-12-27,no
14893,81926,1747,340201.15,1993-12-27,yes
14894,87943,2155,254320.54,1993-12-27,yes
14895,87972,2122,216079.3,1993-12-27,yes
14896,93858,3985,164718.69,1993-12-27,yes
14897,94145,2720,247793.23,1993-12-27,yes
14898,94950,3292,195599.89,1993-12-27,yes
14899,99520,2845,75790.52,1993-12-27,no
14900,122912,1910,65373.13,1993-12-27,no
14901,129735,10,254817.0,1993-12-27,yes
14902,131940,1567,120663.28,1993-12-27,no
14903,134117,1342,202272.04,1993-12-27,yes
14904,134531,1732,44629.43,1993-12-27,no
14905,146816,2185,184117.81,1993-12-27,yes
14906,151650,3497,37188.6,1993-12-27,no
14907,166243,2830,216713.35,1993-12-27,yes
14908,178853,517,118323.35,1993-12-27,yes
14909,189760,1315,278736.07,1993-12-27,yes
14910,192259,3106,305450.07,1993-12-27,yes
14911,195,4606,189671.67,1993-12-28,yes
14912,14213,1622,72160.84,1993-12-28,no
14913,32131,1405,146206.31,1993-12-28,yes
14914,35589,593,239590.23,1993-12-28,yes
14915,48580,1252,29595.09,1993-12-28,no
14916,64995,172,38514.48,1993-12-28,no
14917,68066,5063,64828.02,1993-12-28,no
14918,70624,2203,202730.1,1993-12-28,yes
14919,77796,5045,177533.56,1993-12-28,yes
14920,103460,1442,65877.12,1993-12-28,no
14921,106310,2867,115131.35,1993-12-28,no
14922,130305,38,256900.16,1993-12-28,yes
14923,145286,2890,216969.28,1993-12-28,yes
14924,163491,2498,52367.87,1993-12-28,no
14925,172518,3868,150638.06,1993-12-28,no
14926,181636,1978,119723.03,1993-12-28,no
14927,196609,4831,190983.66,1993-12-28,yes
14928,229,3799,198422.66,1993-12-29,yes
14929,258,1424,269198.38,1993-12-29,yes
14930,7301,5096,61148.53,1993-12-29,no
14931,21024,2396,88599.52,1993-12-29,yes
14932,40033,2651,26751.54,1993-12-29,no
14933,55363,1790,198838.18,1993-12-29,no
14934,83808,2891,216684.73,1993-12-29,yes
14935,101153,3532,243360.49,1993-12-29,yes
14936,107459,2257,68269.08,1993-12-29,no
14937,109537,1507,280934.23,1993-12-29,yes
14938,111745,2845,182540.54,1993-12-29,yes
14939,122467,3454,129392.63,1993-12-29,yes
14940,122982,3559,69943.99,1993-12-29,yes
14941,124868,4276,1023.95,1993-12-29,no
14942,124933,340,51089.86,1993-12-29,yes
14943,128199,4268,158398.28,1993-12-29,no
14944,133728,4538,236762.37,1993-12-29,yes
14945,136928,377,148372.21,1993-12-29,no
14946,150212,2773,221560.97,1993-12-29,yes
14947,160772,4381,295881.48,1993-12-29,yes
14948,168675,2531,72295.64,1993-12-29,yes
14949,169093,2770,27100.65,1993-12-29,no
14950,183171,595,57087.17,1993-12-29,yes
14951,185764,958,292428.78,1993-12-29,yes
14952,192166,2809,219422.91,1993-12-29,yes
14953,194887,2762,124864.06,1993-12-29,yes
14954,1699,2839,86098.56,1993-12-30,no
14955,23399,3712,59707.96,1993-12-30,no
14956,27521,4492,42392.32,1993-12-30,yes
14957,28067,4480,337687.0,1993-12-30,yes
14958,38562,754,74931.46,1993-12-30,no
14959,47267,2344,168625.59,1993-12-30,yes
14960,58627,3584,187999.95,1993-12-30,yes
14961,59684,2464,281028.41,1993-12-30,yes
14962,60195,2608,271306.88,1993-12-30,yes
14963,74853,2252,84391.27,1993-12-30,no
14964,76320,4459,102001.45,1993-12-30,yes
14965,77127,4325,317297.64,1993-12-30,yes
14966,85413,1177,86565.56,1993-12-30,no
14967,102627,154,69619.31,1993-12-30,no
14968,111076,131,13144.08,1993-12-30,no
14969,111559,331,111994.0,1993-12-30,yes
14970,114244,205,93347.04,1993-12-30,yes
14971,114820,2246,160889.05,1993-12-30,yes
14972,129317,1459,296991.13,1993-12-30,yes
14973,169155,3152,97646.71,1993-12-30,yes
14974,196385,3892,171316.02,1993-12-30,yes
14975,353,61,228633.6,1993-12-31,yes
14976,19556,883,212808.68,1993-12-31,yes
14977,24320,1295,59033.52,1993-12-31,no
14978,25735,4186,210949.36,1993-12-31,yes
14979,27011,3737,183833.08,1993-12-31,yes
14980,36293,1529,146642.53,1993-12-31,yes
14981,74945,4672,164720.45,1993-12-31,no
14982,84834,4202,82011.59,1993-12-31,no
14983,84929,4516,129622.41,1993-12-31,no
14984,107908,4595,29814.29,1993-12-31,no
14985,110016,629,177348.3,1993-12-31,yes
14986,121156,2005,77343.79,1993-12-31,yes
14987,123815,370,283309.45,1993-12-31,yes
14988,125602,2944,179823.1,1993-12-31,no
14989,132256,3911,59024.6,1993-12-31,no
14990,133154,4279,134427.6,1993-12-31,yes
14991,136420,154,212285.91,1993-12-31,yes
14992,146368,3814,121900.4,1993-12-31,no
14993,148644,2390,71232.12,1993-12-31,yes
14994,153157,2023,19319.79,1993-12-31,no
14995,165639,47,85333.65,1993-12-31,no
14996,177632,1999,117204.95,1993-12-31,yes
14997,179365,2231,47974.22,1993-12-31,no
14998,179714,1561,244943.11,1993-12-31,yes
14999,187905,418,181544.38,1993-12-31,no
15000,189734,2584,169416.7,1993-12-31,no
15001,197602,682,147784.94,1993-12-31,no
15002,197666,202,135590.19,1993-12-31,no
15003,290,4012,71953.56,1994-01-01,yes
15004,1028,2327,243195.05,1994-01-01,yes
15005,12519,3101,209239.88,1994-01-01,yes
15006,32418,4981,75611.84,1994-01-01,no
15007,47300,829,255786.7,1994-01-01,yes
15008,57253,2402,236512.21,1994-01-01,yes
15009,59232,2443,239307.51,1994-01-01,yes
15010,80256,1639,105432.41,1994-01-01,yes
15011,81927,5069,157833.84,1994-01-01,no
15012,116897,574,169601.97,1994-01-01,no
15013,117092,2891,111833.15,1994-01-01,no
15014,173957,4231,67190.49,1994-01-01,no
15015,183234,4924,1973.79,1994-01-01,no
15016,192706,1673,157400.16,1994-01-01,no
15017,194016,218,54968.54,1994-01-01,no
15018,195555,385,75227.28,1994-01-01,no
15019,13729,268,133601.13,1994-01-02,no
15020,28774,1234,146737.68,1994-01-02,no
15021,74757,4955,284341.61,1994-01-02,yes
15022,76737,4798,128202.12,1994-01-02,no
15023,88897,1450,130121.66,1994-01-02,no
15024,89635,38,39481.1,1994-01-02,no
15025,89892,3203,165957.08,1994-01-02,yes
15026,106534,2486,92992.29,1994-01-02,no
15027,106658,2606,148603.75,1994-01-02,no
15028,112837,260,155326.92,1994-01-02,no
15029,167781,1429,151793.34,1994-01-02,yes
15030,169921,1982,4096.48,1994-01-02,no
15031,178016,3571,161773.76,1994-01-02,no
15032,196263,4954,29678.13,1994-01-02,no
15033,1861,2329,171675.56,1994-01-03,yes
15034,9285,3437,137993.46,1994-01-03,no
15035,33827,295,9577.5,1994-01-03,no
15036,37537,3448,138904.69,1994-01-03,no
15037,44069,3637,135077.0,1994-01-03,yes
15038,49284,2797,256622.17,1994-01-03,yes
15039,52385,2755,116934.78,1994-01-03,no
15040,53479,4864,46478.31,1994-01-03,no
15041,56962,646,175711.85,1994-01-03,no
15042,59429,4487,68900.94,1994-01-03,no
15043,60705,4471,215077.08,1994-01-03,yes
15044,61730,3527,2276.65,1994-01-03,no
15045,66663,2014,121990.6,1994-01-03,no
15046,70436,1051,134000.89,1994-01-03,yes
15047,78113,3785,216552.75,1994-01-03,yes
15048,78116,2077,189218.28,1994-01-03,yes
15049,81636,2459,167511.02,1994-01-03,no
15050,89217,1120,188502.46,1994-01-03,yes
15051,92484,271,11828.19,1994-01-03,yes
15052,95458,4609,83504.21,1994-01-03,no
15053,112000,220,91679.0,1994-01-03,no
15054,143878,4469,32965.85,1994-01-03,yes
15055,150112,4483,203951.17,1994-01-03,yes
15056,153635,397,2282.04,1994-01-03,no
15057,161413,2375,118919.02,1994-01-03,no
15058,185056,2200,174299.56,1994-01-03,no
15059,187969,622,13861.73,1994-01-03,no
15060,190403,437,254029.52,1994-01-03,yes
15061,192103,931,60549.62,1994-01-03,no
15062,7909,2645,53409.07,1994-01-04,no
15063,9637,4795,99879.26,1994-01-04,no
15064,9762,5068,220442.59,1994-01-04,yes
15065,11972,4741,163367.54,1994-01-04,no
15066,17442,2552,19248.26,1994-01-04,no
15067,30016,2323,266366.9,1994-01-04,yes
15068,40354,4013,174649.02,1994-01-04,yes
15069,66817,4561,158477.3,1994-01-04,no
15070,70470,3121,215286.25,1994-01-04,yes
15071,76933,3275,126806.2,1994-01-04,no
15072,79328,2204,73327.77,1994-01-04,no
15073,83045,4753,147309.64,1994-01-04,no
15074,86149,4945,12242.97,1994-01-04,no
15075,97923,2743,131781.95,1994-01-04,no
15076,114051,3676,130000.76,1994-01-04,no
15077,123399,16,120744.01,1994-01-04,no
15078,130595,4612,65374.68,1994-01-04,no
15079,133408,1727,142821.4,1994-01-04,yes
15080,142627,4567,220105.18,1994-01-04,yes
15081,150209,4117,172811.32,1994-01-04,no
15082,158113,1070,29238.61,1994-01-04,no
15083,181345,2245,32806.85,1994-01-04,no
15084,184133,3440,272282.51,1994-01-04,yes
15085,195076,1228,204904.89,1994-01-04,yes
15086,1249,5089,89953.74,1994-01-05,no
15087,8710,3284,125954.94,1994-01-05,yes
15088,13794,1994,266989.66,1994-01-05,yes
15089,34375,2893,265840.3,1994-01-05,yes
15090,49730,1178,29111.33,1994-01-05,no
15091,63232,1123,71776.11,1994-01-05,yes
15092,83780,356,235192.63,1994-01-05,yes
15093,83845,3644,159872.01,1994-01-05,yes
15094,85059,2668,91003.39,1994-01-05,yes
15095,94151,3895,211163.4,1994-01-05,yes
15096,98534,4340,192771.29,1994-01-05,no
15097,107079,1591,26965.64,1994-01-05,no
15098,110243,4420,99033.13,1994-01-05,no
15099,132550,2686,169970.86,1994-01-05,no
15100,158853,934,205081.36,1994-01-05,yes
15101,161122,2963,84965.9,1994-01-05,no
15102,164900,1129,49252.26,1994-01-05,no
15103,169696,967,300956.93,1994-01-05,yes
15104,175393,3839,166542.42,1994-01-05,no
15105,177282,4378,185457.93,1994-01-05,yes
15106,183205,2899,106988.81,1994-01-05,no
15107,186950,1786,193762.12,1994-01-05,no
15108,198625,4337,243308.72,1994-01-05,yes
15109,10853,934,55330.32,1994-01-06,no
15110,25601,2455,178180.07,1994-01-06,no
15111,28451,1714,246969.57,1994-01-06,yes
15112,28678,3268,10866.11,1994-01-06,no
15113,52386,2698,135724.34,1994-01-06,no
15114,67653,4090,41392.16,1994-01-06,no
15115,98592,3967,245006.95,1994-01-06,yes
15116,105703,3718,200453.81,1994-01-06,yes
15117,115872,2659,142445.43,1994-01-06,no
15118,120358,4205,67763.36,1994-01-06,no
15119,124773,1220,298906.75,1994-01-06,yes
15120,125702,3886,11925.45,1994-01-06,no
15121,132513,3251,163944.18,1994-01-06,no
15122,148608,2656,96116.31,1994-01-06,yes
15123,151712,4535,182967.2,1994-01-06,yes
15124,152518,344,226889.41,1994-01-06,yes
15125,163043,1090,84810.23,1994-01-06,yes
15126,174240,2812,260339.84,1994-01-06,yes
15127,2304,1528,149446.37,1994-01-07,no
15128,6854,2836,271230.24,1994-01-07,yes
15129,14274,1921,293759.66,1994-01-07,yes
15130,16770,3005,21813.48,1994-01-07,yes
15131,16961,1921,42027.66,1994-01-07,no
15132,23488,1412,201393.38,1994-01-07,yes
15133,41094,3626,297402.8,1994-01-07,yes
15134,48226,857,252426.18,1994-01-07,yes
15135,49825,1759,19483.84,1994-01-07,no
15136,56935,3889,25263.08,1994-01-07,no
15137,91684,560,82447.52,1994-01-07,no
15138,93572,4915,200057.82,1994-01-07,yes
15139,97799,3871,88583.75,1994-01-07,no
15140,98913,1289,244866.89,1994-01-07,yes
15141,103334,5045,136603.51,1994-01-07,no
15142,104390,3709,169384.29,1994-01-07,yes
15143,114914,4915,138811.16,1994-01-07,no
15144,115329,4006,103122.91,1994-01-07,yes
15145,115750,3925,239125.72,1994-01-07,yes
15146,119873,4615,221582.9,1994-01-07,yes
15147,125218,2000,18030.33,1994-01-07,no
15148,128771,3560,93049.19,1994-01-07,no
15149,143013,3119,189256.69,1994-01-07,no
15150,145126,2429,209247.17,1994-01-07,yes
15151,149251,1597,59794.74,1994-01-07,no
15152,149858,4396,168282.97,1994-01-07,no
15153,150369,3208,117388.87,1994-01-07,no
15154,154853,61,74938.0,1994-01-07,no
15155,155904,4696,125319.29,1994-01-07,yes
15156,158118,3098,110925.76,1994-01-07,no
15157,186243,4283,184453.13,1994-01-07,no
15158,188288,2836,11982.98,1994-01-07,no
15159,3073,4598,253783.62,1994-01-08,yes
15160,18405,3319,150370.37,1994-01-08,no
15161,32295,1844,108413.85,1994-01-08,no
15162,33923,491,87897.36,1994-01-08,no
15163,40704,227,225705.05,1994-01-08,yes
15164,43909,3500,71183.58,1994-01-08,no
15165,66852,1784,281222.12,1994-01-08,yes
15166,67558,4615,266200.08,1994-01-08,yes
15167,89696,2159,121112.35,1994-01-08,no
15168,91427,3286,212612.38,1994-01-08,yes
15169,103975,1762,37817.05,1994-01-08,no
15170,111810,1288,64080.65,1994-01-08,no
15171,112675,4264,172324.89,1994-01-08,no
15172,121798,4685,236284.91,1994-01-08,yes
15173,127808,2065,122666.76,1994-01-08,no
15174,129638,4063,5034.77,1994-01-08,no
15175,129920,1204,96333.9,1994-01-08,yes
15176,131844,1486,172382.17,1994-01-08,no
15177,142727,1216,227995.93,1994-01-08,yes
15178,2496,4561,223876.76,1994-01-09,yes
15179,4193,115,209645.3,1994-01-09,yes
15180,7203,3832,91178.41,1994-01-09,yes
15181,22946,3878,245483.17,1994-01-09,yes
15182,29794,3484,30178.78,1994-01-09,no
15183,30083,892,117418.9,1994-01-09,yes
15184,39971,640,194305.18,1994-01-09,yes
15185,65953,4505,68692.16,1994-01-09,no
15186,81795,3439,132097.13,1994-01-09,no
15187,86114,4870,93867.55,1994-01-09,yes
15188,99047,4154,183137.66,1994-01-09,yes
15189,116417,1400,159904.59,1994-01-09,no
15190,166020,3227,95056.96,1994-01-09,no
15191,171169,2924,189801.3,1994-01-09,yes
15192,180100,3577,56218.68,1994-01-09,no
15193,8576,2347,116619.23,1994-01-10,no
15194,18561,1237,209295.15,1994-01-10,yes
15195,30821,1417,152262.71,1994-01-10,yes
15196,31715,4192,216082.51,1994-01-10,yes
15197,40097,221,159687.21,1994-01-10,yes
15198,47138,2263,287548.6,1994-01-10,yes
15199,52739,2071,30528.23,1994-01-10,no
15200,58343,145,196294.11,1994-01-10,yes
15201,68290,2479,268840.57,1994-01-10,yes
15202,74882,4594,249176.52,1994-01-10,yes
15203,87427,715,144859.78,1994-01-10,yes
15204,109153,2302,58487.53,1994-01-10,yes
15205,112547,4654,202017.18,1994-01-10,yes
15206,125348,2906,141249.15,1994-01-10,no
15207,158151,2090,36445.4,1994-01-10,no
15208,165028,3142,241543.97,1994-01-10,yes
15209,173223,3047,161828.92,1994-01-10,no
15210,187012,4150,105333.55,1994-01-10,no
15211,193825,1756,189127.43,1994-01-10,yes
15212,14596,4069,180707.77,1994-01-11,no
15213,16870,3946,152147.79,1994-01-11,no
15214,20037,3113,237432.8,1994-01-11,yes
15215,28290,4055,276454.89,1994-01-11,yes
15216,28999,4511,73394.75,1994-01-11,no
15217,31553,4142,182799.56,1994-01-11,yes
15218,33988,3260,15609.71,1994-01-11,no
15219,44391,745,164462.73,1994-01-11,no
15220,55367,3809,236470.73,1994-01-11,yes
15221,59043,2780,294766.86,1994-01-11,yes
15222,61603,3667,154188.89,1994-01-11,yes
15223,69607,1810,221667.21,1994-01-11,yes
15224,78402,2104,126201.7,1994-01-11,no
15225,79233,574,205566.84,1994-01-11,yes
15226,87328,3368,106173.34,1994-01-11,no
15227,94468,520,102492.53,1994-01-11,yes
15228,95942,2596,344765.66,1994-01-11,yes
15229,111616,3406,188468.68,1994-01-11,no
15230,121217,386,342399.56,1994-01-11,yes
15231,141221,2765,33797.68,1994-01-11,no
15232,143686,4876,170298.21,1994-01-11,no
15233,150337,4696,47434.86,1994-01-11,no
15234,152994,2612,112865.99,1994-01-11,no
15235,154402,4250,113862.55,1994-01-11,no
15236,162050,295,141412.0,1994-01-11,yes
15237,169603,2845,251181.31,1994-01-11,yes
15238,193281,2260,198443.52,1994-01-11,yes
15239,197600,3028,221062.45,1994-01-11,yes
15240,19655,1255,48624.88,1994-01-12,yes
15241,21830,1861,47400.09,1994-01-12,no
15242,33797,3193,230900.68,1994-01-12,yes
15243,67779,1735,138487.64,1994-01-12,no
15244,73925,1847,15783.73,1994-01-12,no
15245,115301,3311,239596.64,1994-01-12,yes
15246,119586,680,42717.36,1994-01-12,no
15247,124098,3364,2881.27,1994-01-12,no
15248,128967,3676,86104.45,1994-01-12,yes
15249,171492,284,129468.39,1994-01-12,no
15250,175173,3425,280548.97,1994-01-12,yes
15251,199072,370,230487.26,1994-01-12,yes
15252,7461,4040,140249.04,1994-01-13,no
15253,20549,478,45704.13,1994-01-13,no
15254,27813,5080,84628.09,1994-01-13,no
15255,37862,4586,230405.44,1994-01-13,yes
15256,43362,568,163564.22,1994-01-13,no
15257,43425,671,73685.11,1994-01-13,no
15258,53541,3509,57893.73,1994-01-13,no
15259,60737,1651,57395.27,1994-01-13,no
15260,70336,1247,142575.39,1994-01-13,yes
15261,88582,1555,54489.67,1994-01-13,no
15262,98080,4445,164026.6,1994-01-13,no
15263,104710,131,127809.65,1994-01-13,no
15264,109794,2002,166958.86,1994-01-13,yes
15265,115264,847,293684.62,1994-01-13,yes
15266,137124,4492,73231.44,1994-01-13,no
15267,155492,119,212123.42,1994-01-13,yes
15268,163398,2410,151737.55,1994-01-13,yes
15269,177185,2443,200778.35,1994-01-13,yes
15270,178656,4564,275299.45,1994-01-13,yes
15271,186855,2894,158720.24,1994-01-13,no
15272,12453,4120,174418.06,1994-01-14,no
15273,13602,4580,213545.31,1994-01-14,yes
15274,25541,631,147310.34,1994-01-14,yes
15275,51623,2812,183183.11,1994-01-14,no
15276,62944,667,50644.85,1994-01-14,no
15277,63170,3059,124754.47,1994-01-14,yes
15278,73537,3199,75422.98,1994-01-14,no
15279,89570,1759,46312.5,1994-01-14,no
15280,99491,3890,82392.3,1994-01-14,no
15281,99941,1565,213172.27,1994-01-14,yes
15282,114567,3601,27600.11,1994-01-14,no
15283,123810,2870,92140.61,1994-01-14,no
15284,128903,1183,210261.63,1994-01-14,yes
15285,159461,2740,168283.48,1994-01-14,yes
15286,165158,5092,137355.48,1994-01-14,no
15287,166215,1762,52999.45,1994-01-14,no
15288,166242,2104,186283.26,1994-01-14,yes
15289,168870,4549,65806.39,1994-01-14,no
15290,8325,2507,46117.42,1994-01-15,no
15291,30567,2852,249726.37,1994-01-15,yes
15292,32935,3763,93036.49,1994-01-15,no
15293,34691,811,198550.43,1994-01-15,yes
15294,43911,4376,109314.64,1994-01-15,no
15295,58695,3407,104037.49,1994-01-15,yes
15296,70502,4129,148118.59,1994-01-15,yes
15297,71206,1550,194992.45,1994-01-15,yes
15298,89988,1003,293822.39,1994-01-15,yes
15299,103525,2708,44105.01,1994-01-15,no
15300,119524,1450,78669.32,1994-01-15,yes
15301,138276,2200,211996.33,1994-01-15,yes
15302,164258,4144,97995.47,1994-01-15,no
15303,178210,23,48068.47,1994-01-15,no
15304,183008,3509,127428.12,1994-01-15,no
15305,186851,1222,75447.25,1994-01-15,no
15306,199782,1657,137203.24,1994-01-15,yes
15307,6884,3967,209052.82,1994-01-16,yes
15308,12676,2852,6617.63,1994-01-16,no
15309,22243,3613,269199.73,1994-01-16,yes
15310,25511,734,103299.21,1994-01-16,no
15311,37729,2326,105513.19,1994-01-16,no
15312,48773,212,184252.71,1994-01-16,no
15313,54723,61,262584.07,1994-01-16,yes
15314,65924,1081,206524.09,1994-01-16,yes
15315,83846,2710,119073.77,1994-01-16,no
15316,91808,613,194696.75,1994-01-16,yes
15317,91812,1664,182911.34,1994-01-16,no
15318,95873,1490,50548.79,1994-01-16,no
15319,99558,2605,116540.23,1994-01-16,yes
15320,101991,3056,290680.49,1994-01-16,yes
15321,106913,626,59031.62,1994-01-16,no
15322,108257,2801,154089.9,1994-01-16,no
15323,118374,4774,53513.96,1994-01-16,no
15324,118435,745,153942.58,1994-01-16,yes
15325,130823,1006,156651.26,1994-01-16,yes
15326,140583,1726,172445.6,1994-01-16,no
15327,158020,1976,95024.33,1994-01-16,no
15328,161508,364,78528.92,1994-01-16,no
15329,163840,3349,37626.24,1994-01-16,no
15330,186916,3488,78792.95,1994-01-16,no
15331,192516,1138,165381.62,1994-01-16,no
15332,195842,130,56637.72,1994-01-16,no
15333,2370,4774,79993.22,1994-01-17,no
15334,5638,3665,116863.89,1994-01-17,no
15335,17989,1234,131121.91,1994-01-17,yes
15336,21153,4021,229292.74,1994-01-17,yes
15337,22147,3046,159240.95,1994-01-17,yes
15338,30915,4822,186161.84,1994-01-17,yes
15339,31781,4738,244588.29,1994-01-17,yes
15340,39173,1889,171814.05,1994-01-17,no
15341,49541,1544,53090.35,1994-01-17,no
15342,56038,3433,209194.05,1994-01-17,yes
15343,58757,1090,285276.33,1994-01-17,yes
15344,59012,3089,69429.49,1994-01-17,yes
15345,67905,4729,235220.36,1994-01-17,yes
15346,71713,5062,22340.21,1994-01-17,yes
15347,80962,4670,29880.31,1994-01-17,no
15348,92932,1519,317875.99,1994-01-17,yes
15349,118852,850,213564.6,1994-01-17,yes
15350,162244,4087,175274.22,1994-01-17,no
15351,177479,788,73989.04,1994-01-17,no
15352,179270,2735,188578.56,1994-01-17,yes
15353,182400,4349,50555.55,1994-01-17,no
15354,182784,376,237529.38,1994-01-17,yes
15355,191205,3010,151172.32,1994-01-17,yes
15356,1921,2929,86164.41,1994-01-18,no
15357,5285,2380,118544.95,1994-01-18,no
15358,10272,2479,242174.43,1994-01-18,yes
15359,12771,1529,178491.47,1994-01-18,no
15360,18945,1963,180774.35,1994-01-18,yes
15361,23458,2870,25506.51,1994-01-18,no
15362,32868,1103,63535.02,1994-01-18,no
15363,43620,1465,136005.51,1994-01-18,no
15364,46884,3568,296970.19,1994-01-18,yes
15365,53860,3751,5721.81,1994-01-18,no
15366,60390,3497,141149.83,1994-01-18,yes
15367,74535,1742,166873.07,1994-01-18,yes
15368,75269,716,88488.34,1994-01-18,no
15369,87200,2369,87800.38,1994-01-18,no
15370,90535,2536,98725.83,1994-01-18,yes
15371,112035,1738,26473.45,1994-01-18,no
15372,120453,3883,254197.77,1994-01-18,yes
15373,124291,4339,52690.4,1994-01-18,no
15374,137575,3016,314610.95,1994-01-18,yes
15375,143618,199,197831.89,1994-01-18,no
15376,153602,2728,113967.63,1994-01-18,no
15377,155457,1787,81851.0,1994-01-18,yes
15378,170337,3265,222494.57,1994-01-18,yes
15379,184867,3902,219865.51,1994-01-18,yes
15380,189542,4058,76929.12,1994-01-18,no
15381,22118,4901,74097.52,1994-01-19,no
15382,38404,2387,7874.9,1994-01-19,no
15383,48199,2723,244210.55,1994-01-19,yes
15384,52005,3113,12247.95,1994-01-19,no
15385,53543,2816,101954.41,1994-01-19,no
15386,58784,4136,236186.74,1994-01-19,yes
15387,81793,3269,77586.7,1994-01-19,no
15388,86756,3275,120647.69,1994-01-19,yes
15389,109025,2648,271946.24,1994-01-19,yes
15390,112103,176,206194.77,1994-01-19,yes
15391,115201,565,148229.31,1994-01-19,no
15392,121888,2071,125388.59,1994-01-19,no
15393,127108,3748,259721.91,1994-01-19,yes
15394,128453,4765,237723.67,1994-01-19,yes
15395,155975,1075,250240.8,1994-01-19,yes
15396,180196,433,156503.12,1994-01-19,no
15397,183425,407,170023.04,1994-01-19,yes
15398,66,4393,136876.92,1994-01-20,yes
15399,16999,898,202084.52,1994-01-20,yes
15400,20711,3689,95807.01,1994-01-20,no
15401,74180,2240,54583.61,1994-01-20,no
15402,82627,503,132023.44,1994-01-20,no
15403,86759,4669,97437.6,1994-01-20,no
15404,95488,5090,80906.44,1994-01-20,no
15405,99234,3512,324023.74,1994-01-20,yes
15406,113667,3698,159599.86,1994-01-20,yes
15407,119203,3154,85888.14,1994-01-20,no
15408,121536,2668,170923.32,1994-01-20,no
15409,122053,985,227000.03,1994-01-20,yes
15410,124614,1217,221113.12,1994-01-20,yes
15411,141314,1213,125821.86,1994-01-20,no
15412,165408,3616,170597.29,1994-01-20,no
15413,182278,3604,264118.08,1994-01-20,yes
15414,22630,811,87799.84,1994-01-21,no
15415,36678,1894,324025.92,1994-01-21,yes
15416,38340,4064,93852.98,1994-01-21,yes
15417,44197,1009,225120.12,1994-01-21,yes
15418,47652,224,47271.4,1994-01-21,no
15419,79749,740,49612.92,1994-01-21,no
15420,82946,320,264252.77,1994-01-21,yes
15421,83751,752,180775.76,1994-01-21,yes
15422,109700,4030,40423.51,1994-01-21,no
15423,118787,3803,84359.02,1994-01-21,no
15424,118944,280,63442.69,1994-01-21,yes
15425,124102,3907,91768.55,1994-01-21,no
15426,147457,2800,13086.62,1994-01-21,no
