,o_orderkey,o_custkey,o_totalprice,o_orderdate,o_freedelivery
6248,288422,9664,92636.56,1992-05-26,yes
6249,293700,4702,196356.37,1992-05-26,no
6250,299429,4681,179325.19,1992-05-26,yes
6251,313861,2419,104758.4,1992-05-26,no
6252,332513,3323,149512.31,1992-05-26,no
6253,348902,8821,146579.41,1992-05-26,no
6254,349440,9163,322164.04,1992-05-26,yes
6255,353601,10048,41256.92,1992-05-26,yes
6256,355941,8087,164009.86,1992-05-26,no
6257,372773,8410,220162.23,1992-05-26,yes
6258,374053,8104,117199.43,1992-05-26,no
6259,379142,1850,72544.22,1992-05-26,yes
6260,388129,2362,28892.62,1992-05-26,no
6261,398211,9928,262735.81,1992-05-26,yes
6262,11269,1330,258620.18,1992-05-27,yes
6263,24868,1609,242426.45,1992-05-27,yes
6264,26336,3503,118256.62,1992-05-27,no
6265,44768,6446,152896.73,1992-05-27,yes
6266,55460,1022,151144.48,1992-05-27,no
6267,59015,823,149321.49,1992-05-27,no
6268,80098,8362,208908.19,1992-05-27,yes
6269,84007,1312,44277.64,1992-05-27,no
6270,90272,8362,298258.27,1992-05-27,yes
6271,100000,6536,102631.26,1992-05-27,yes
6272,115106,1732,110333.3,1992-05-27,yes
6273,133734,7270,141527.28,1992-05-27,no
6274,139783,4714,153362.89,1992-05-27,no
6275,150694,7972,14955.22,1992-05-27,no
6276,152548,7378,72323.04,1992-05-27,no
6277,154085,3001,114296.28,1992-05-27,no
6278,154656,3904,125115.27,1992-05-27,yes
6279,164192,772,45758.72,1992-05-27,no
6280,167137,7361,94702.69,1992-05-27,yes
6281,171714,3985,151840.16,1992-05-27,no
6282,172868,3866,41381.08,1992-05-27,no
6283,172870,5602,240604.39,1992-05-27,yes
6284,173989,5800,276088.13,1992-05-27,yes
6285,180614,9454,143595.73,1992-05-27,yes
6286,182177,9377,29863.85,1992-05-27,no
6287,195012,5209,180352.81,1992-05-27,no
6288,211842,8471,139817.56,1992-05-27,no
6289,231939,7531,90501.95,1992-05-27,no
6290,263014,7444,192234.14,1992-05-27,no
6291,268071,1322,170242.05,1992-05-27,yes
6292,288482,9799,2652.08,1992-05-27,no
6293,310052,734,275706.84,1992-05-27,yes
6294,316196,4267,18626.04,1992-05-27,no
6295,318274,8005,170086.36,1992-05-27,no
6296,324866,1297,282392.34,1992-05-27,yes
6297,336385,2603,62593.26,1992-05-27,no
6298,343206,1597,216572.43,1992-05-27,yes
6299,347878,7261,75977.07,1992-05-27,yes
6300,348964,3880,10402.56,1992-05-27,no
6301,358980,2494,228930.67,1992-05-27,yes
6302,360576,709,174563.33,1992-05-27,no
6303,388742,9835,114915.48,1992-05-27,yes
6304,3650,2971,244638.34,1992-05-28,yes
6305,3906,2968,210533.72,1992-05-28,yes
6306,11078,8717,81646.79,1992-05-28,no
6307,17216,3431,114879.33,1992-05-28,no
6308,40610,3251,116518.44,1992-05-28,no
6309,40933,8638,118239.43,1992-05-28,no
6310,64032,2705,154869.72,1992-05-28,no
6311,67651,9344,122040.48,1992-05-28,no
6312,77728,424,222073.76,1992-05-28,yes
6313,81094,4625,117970.38,1992-05-28,yes
6314,81767,3118,266133.59,1992-05-28,yes
6315,112964,4,108381.24,1992-05-28,yes
6316,120421,9130,4279.22,1992-05-28,no
6317,122758,3313,14939.89,1992-05-28,no
6318,132225,238,8908.2,1992-05-28,no
6319,144001,7222,271925.58,1992-05-28,yes
6320,151042,5314,295543.06,1992-05-28,yes
6321,152419,4045,31565.3,1992-05-28,no
6322,161794,8632,128212.14,1992-05-28,no
6323,166404,1912,74722.24,1992-05-28,yes
6324,175330,7733,13530.88,1992-05-28,yes
6325,185952,7582,147585.16,1992-05-28,yes
6326,192609,863,122378.01,1992-05-28,no
6327,193506,364,37206.11,1992-05-28,no
6328,225988,2623,271582.14,1992-05-28,yes
6329,228096,6241,67786.11,1992-05-28,no
6330,230976,9736,44842.9,1992-05-28,no
6331,242464,86,278211.8,1992-05-28,yes
6332,249829,6160,264310.19,1992-05-28,yes
6333,251367,1306,13081.68,1992-05-28,no
6334,256163,4381,195284.22,1992-05-28,yes
6335,267239,2749,86905.58,1992-05-28,yes
6336,274597,7720,51721.19,1992-05-28,no
6337,279460,1228,12857.96,1992-05-28,no
6338,286917,1339,35331.77,1992-05-28,no
6339,289701,9340,20129.64,1992-05-28,no
6340,311431,5548,80706.16,1992-05-28,no
6341,330340,7459,150360.53,1992-05-28,no
6342,365190,7414,164775.75,1992-05-28,yes
6343,378276,3568,180131.35,1992-05-28,yes
6344,387846,6394,72104.45,1992-05-28,no
6345,393860,28,154538.71,1992-05-28,yes
6346,8291,2296,56772.06,1992-05-29,yes
6347,21763,2611,123664.04,1992-05-29,no
6348,34757,2684,25969.2,1992-05-29,no
6349,45125,1036,193388.69,1992-05-29,no
6350,59878,7679,252905.59,1992-05-29,yes
6351,68897,1330,23382.3,1992-05-29,no
6352,94819,1469,135327.59,1992-05-29,no
6353,99559,8206,75524.31,1992-05-29,no
6354,109639,7048,48299.07,1992-05-29,no
6355,110113,7025,149810.26,1992-05-29,no
6356,111937,8314,212365.91,1992-05-29,yes
6357,112801,6979,60461.83,1992-05-29,no
6358,118022,2035,206311.9,1992-05-29,yes
6359,120068,4954,78520.17,1992-05-29,yes
6360,138849,5032,177727.04,1992-05-29,yes
6361,140066,2053,122150.91,1992-05-29,no
6362,146081,6175,122009.04,1992-05-29,no
6363,160166,2246,6385.88,1992-05-29,no
6364,160193,8038,93216.12,1992-05-29,no
6365,165924,5902,236910.38,1992-05-29,yes
6366,168551,8921,117160.03,1992-05-29,yes
6367,178945,9176,16992.21,1992-05-29,no
6368,187044,2192,13820.78,1992-05-29,no
6369,200519,8485,181607.92,1992-05-29,no
6370,206791,3250,23262.73,1992-05-29,no
6371,220740,1942,243414.79,1992-05-29,yes
6372,223104,1429,184062.7,1992-05-29,no
6373,226439,260,285120.37,1992-05-29,yes
6374,234722,667,23060.45,1992-05-29,no
6375,248583,9569,55321.01,1992-05-29,no
6376,249344,9670,114329.41,1992-05-29,yes
6377,268711,4646,112739.69,1992-05-29,no
6378,272834,8095,230994.6,1992-05-29,yes
6379,274309,5302,166905.98,1992-05-29,no
6380,275781,4249,244730.13,1992-05-29,yes
6381,280835,1022,169844.53,1992-05-29,yes
6382,297284,1471,184277.43,1992-05-29,yes
6383,309731,7888,176752.26,1992-05-29,yes
6384,311619,7945,131726.45,1992-05-29,yes
6385,315078,4307,260100.46,1992-05-29,yes
6386,316867,3754,133453.79,1992-05-29,yes
6387,318567,4741,142272.79,1992-05-29,no
6388,333922,3727,69631.67,1992-05-29,no
6389,337060,5833,229683.45,1992-05-29,yes
6390,353668,5299,185106.48,1992-05-29,no
6391,355649,4993,266430.74,1992-05-29,yes
6392,373798,6043,165551.08,1992-05-29,yes
6393,379108,8482,181397.35,1992-05-29,no
6394,379426,1085,41659.7,1992-05-29,no
6395,391264,934,180870.45,1992-05-29,no
6396,395621,454,171833.4,1992-05-29,yes
6397,16486,3566,43780.91,1992-05-30,no
6398,23363,6061,221953.63,1992-05-30,yes
6399,25575,7978,130099.96,1992-05-30,no
6400,25635,7018,145400.8,1992-05-30,yes
6401,29218,5150,274398.4,1992-05-30,yes
6402,29221,1376,50256.83,1992-05-30,no
6403,32517,8659,41173.92,1992-05-30,no
6404,56802,7471,164460.5,1992-05-30,no
6405,61377,1589,77730.69,1992-05-30,no
6406,66789,3589,254634.8,1992-05-30,yes
6407,68999,3928,301435.68,1992-05-30,yes
6408,87363,4043,15187.2,1992-05-30,no
6409,88128,5,49151.35,1992-05-30,no
6410,96359,7033,229396.72,1992-05-30,yes
6411,117152,8267,237287.29,1992-05-30,yes
6412,134658,5621,94086.59,1992-05-30,no
6413,151397,7102,71152.97,1992-05-30,no
6414,173414,8852,273811.41,1992-05-30,yes
6415,189507,3289,29358.38,1992-05-30,no
6416,192449,6091,34501.48,1992-05-30,no
6417,200101,4985,232945.43,1992-05-30,yes
6418,205536,8024,146670.01,1992-05-30,no
6419,217191,2599,145263.68,1992-05-30,no
6420,218535,688,210481.52,1992-05-30,yes
6421,218787,5492,156474.85,1992-05-30,no
6422,220483,802,147446.8,1992-05-30,no
6423,224132,2176,196622.14,1992-05-30,no
6424,226820,9980,229395.23,1992-05-30,yes
6425,232166,1969,64389.18,1992-05-30,no
6426,246241,4022,25377.57,1992-05-30,no
6427,246631,3829,271035.64,1992-05-30,yes
6428,248096,8012,117608.23,1992-05-30,no
6429,255173,3344,13283.06,1992-05-30,no
6430,268198,9766,251849.05,1992-05-30,yes
6431,272161,8840,140085.44,1992-05-30,yes
6432,279104,1474,36954.54,1992-05-30,no
6433,285927,1981,69415.85,1992-05-30,no
6434,290561,3091,39354.95,1992-05-30,no
6435,325735,7454,41345.61,1992-05-30,yes
6436,339841,8990,260469.85,1992-05-30,yes
6437,340384,6467,65033.34,1992-05-30,no
6438,367687,922,37358.71,1992-05-30,no
6439,370755,1960,87682.42,1992-05-30,no
6440,380486,8167,165142.55,1992-05-30,no
6441,392032,9833,79124.28,1992-05-30,no
6442,392198,9112,110499.24,1992-05-30,no
6443,13863,9373,126584.66,1992-05-31,yes
6444,27138,7025,184948.48,1992-05-31,yes
6445,38914,9550,128996.95,1992-05-31,no
6446,42177,4645,141845.7,1992-05-31,no
6447,50181,5602,296167.0,1992-05-31,yes
6448,80353,6565,34760.71,1992-05-31,no
6449,81473,3973,155288.08,1992-05-31,no
6450,85123,9046,91821.93,1992-05-31,yes
6451,90471,4279,54593.33,1992-05-31,no
6452,91303,3923,137550.25,1992-05-31,no
6453,92928,490,127011.0,1992-05-31,no
6454,97413,9043,188227.14,1992-05-31,yes
6455,119907,8780,151071.13,1992-05-31,no
6456,132864,5513,128366.31,1992-05-31,no
6457,133511,7741,205477.51,1992-05-31,yes
6458,140963,91,196482.6,1992-05-31,no
6459,142304,3583,237500.91,1992-05-31,yes
6460,142626,346,244999.74,1992-05-31,yes
6461,156421,9542,64212.27,1992-05-31,no
6462,162273,5591,43962.39,1992-05-31,no
6463,182501,1763,291501.29,1992-05-31,yes
6464,196066,7537,283690.21,1992-05-31,yes
6465,208004,3059,21427.05,1992-05-31,no
6466,215808,1190,87444.31,1992-05-31,no
6467,231779,9173,145155.65,1992-05-31,no
6468,252772,3091,185943.56,1992-05-31,yes
6469,257794,6010,287625.33,1992-05-31,yes
6470,268643,7297,222318.72,1992-05-31,yes
6471,272995,3493,126265.88,1992-05-31,no
6472,280739,7610,108183.65,1992-05-31,no
6473,290150,2399,191047.18,1992-05-31,no
6474,296928,823,133259.92,1992-05-31,yes
6475,302308,6454,189882.68,1992-05-31,no
6476,317760,3067,186490.55,1992-05-31,no
6477,324705,9482,133850.18,1992-05-31,no
6478,333030,2968,80996.24,1992-05-31,no
6479,333924,4609,81001.41,1992-05-31,no
6480,334566,4528,267159.61,1992-05-31,yes
6481,351392,2146,67403.52,1992-05-31,no
6482,362881,9625,71450.03,1992-05-31,yes
6483,362976,5929,85787.77,1992-05-31,no
6484,365123,9155,41686.64,1992-05-31,no
6485,392480,6127,158915.84,1992-05-31,no
6486,1285,694,197177.41,1992-06-01,yes
6487,5474,3595,186288.77,1992-06-01,yes
6488,33029,8924,110195.84,1992-06-01,no
6489,47456,2854,170744.08,1992-06-01,no
6490,47523,1922,165126.68,1992-06-01,no
6491,48614,4669,85144.23,1992-06-01,no
6492,48993,8431,115310.31,1992-06-01,no
6493,67392,8750,137720.63,1992-06-01,yes
6494,68263,1966,262582.11,1992-06-01,yes
6495,75456,3310,278215.5,1992-06-01,yes
6496,87424,1997,35428.95,1992-06-01,no
6497,110784,2323,152638.56,1992-06-01,yes
6498,113190,9187,181679.73,1992-06-01,yes
6499,115399,6838,280704.23,1992-06-01,yes
6500,116263,4238,89094.66,1992-06-01,no
6501,126432,4480,262162.44,1992-06-01,yes
6502,138181,6412,176444.72,1992-06-01,no
6503,146530,565,200097.36,1992-06-01,yes
6504,154308,9583,139898.33,1992-06-01,no
6505,156480,9508,211220.23,1992-06-01,yes
6506,159399,8326,81221.51,1992-06-01,no
6507,171812,8488,240590.08,1992-06-01,yes
6508,187045,5509,204553.07,1992-06-01,yes
6509,187332,7678,87521.92,1992-06-01,no
6510,200614,292,69778.79,1992-06-01,no
6511,217412,154,132229.68,1992-06-01,no
6512,223205,7654,15957.69,1992-06-01,no
6513,225926,4825,134532.95,1992-06-01,no
6514,236677,2410,93587.97,1992-06-01,no
6515,260484,1567,161473.85,1992-06-01,no
6516,267938,1225,165057.41,1992-06-01,yes
6517,270150,3278,163504.0,1992-06-01,no
6518,278657,7691,75845.83,1992-06-01,no
6519,287876,994,89110.24,1992-06-01,yes
6520,289763,4996,174208.22,1992-06-01,yes
6521,296359,4763,170328.01,1992-06-01,no
6522,312674,6296,93903.84,1992-06-01,no
6523,349409,9931,174769.69,1992-06-01,no
6524,367296,5303,74238.8,1992-06-01,no
6525,371974,2005,194933.45,1992-06-01,no
6526,378855,5758,33640.46,1992-06-01,no
6527,23911,2128,171879.63,1992-06-02,yes
6528,27556,8317,109288.88,1992-06-02,yes
6529,36832,6199,220364.47,1992-06-02,yes
6530,50883,5899,102838.17,1992-06-02,yes
6531,53762,3215,146859.95,1992-06-02,no
6532,69349,2914,145119.48,1992-06-02,yes
6533,90407,3793,156474.43,1992-06-02,no
6534,97443,964,205481.18,1992-06-02,yes
6535,101989,1606,142013.5,1992-06-02,no
6536,102630,848,313896.32,1992-06-02,yes
6537,103843,5137,11215.47,1992-06-02,no
6538,128898,1586,204484.29,1992-06-02,yes
6539,135042,1459,69716.06,1992-06-02,no
6540,149923,2990,113722.04,1992-06-02,no
6541,168615,9727,31326.15,1992-06-02,no
6542,184708,8764,50069.53,1992-06-02,no
6543,187015,3098,66086.11,1992-06-02,no
6544,208001,290,136638.8,1992-06-02,yes
6545,211875,3317,191530.99,1992-06-02,no
6546,212647,1720,69525.93,1992-06-02,no
6547,218565,8038,50358.44,1992-06-02,no
6548,227654,7363,61858.14,1992-06-02,no
6549,227873,5141,139521.14,1992-06-02,no
6550,232614,6133,246485.25,1992-06-02,yes
6551,242148,9679,104271.72,1992-06-02,no
6552,253542,5380,138788.89,1992-06-02,no
6553,256740,4675,160049.83,1992-06-02,yes
6554,259524,9259,115697.86,1992-06-02,no
6555,261157,2516,38992.38,1992-06-02,no
6556,270752,5108,144865.03,1992-06-02,no
6557,279431,229,114276.78,1992-06-02,no
6558,286471,1493,237996.76,1992-06-02,yes
6559,303143,3206,38950.58,1992-06-02,no
6560,310726,1166,164847.47,1992-06-02,no
6561,337671,7507,167710.25,1992-06-02,no
6562,345830,4096,97813.37,1992-06-02,yes
6563,354113,5419,224052.05,1992-06-02,yes
6564,354756,2218,81910.03,1992-06-02,no
6565,361827,2363,7410.8,1992-06-02,yes
6566,367783,4931,52541.43,1992-06-02,no
6567,380260,1615,264367.18,1992-06-02,yes
6568,382624,889,286315.44,1992-06-02,yes
6569,384640,4343,210202.67,1992-06-02,yes
6570,384770,1630,97126.73,1992-06-02,no
6571,385539,2902,114075.04,1992-06-02,no
6572,398278,2252,88867.89,1992-06-02,no
6573,37,5770,184128.26,1992-06-03,yes
6574,1027,8573,140002.43,1992-06-03,no
6575,3172,5911,169158.95,1992-06-03,no
6576,3237,1216,18671.16,1992-06-03,no
6577,3654,371,250058.22,1992-06-03,yes
6578,7974,8956,35219.48,1992-06-03,no
6579,9024,9839,275241.14,1992-06-03,yes
6580,12292,4946,170917.54,1992-06-03,yes
6581,19652,2732,212595.59,1992-06-03,yes
6582,46055,5360,255555.14,1992-06-03,yes
6583,60679,1796,106514.94,1992-06-03,no
6584,75973,10021,2298.5,1992-06-03,no
6585,81252,2243,163256.78,1992-06-03,no
6586,84903,1360,140997.44,1992-06-03,no
6587,103555,5350,87852.13,1992-06-03,no
6588,105184,1081,73403.45,1992-06-03,no
6589,106791,4783,137200.59,1992-06-03,no
6590,109575,5923,92236.62,1992-06-03,no
6591,110471,3985,15108.46,1992-06-03,no
6592,116866,3616,175494.86,1992-06-03,no
6593,117664,5090,13690.4,1992-06-03,no
6594,129283,3940,145069.33,1992-06-03,no
6595,136327,2635,190853.53,1992-06-03,yes
6596,139175,7069,56271.78,1992-06-03,no
6597,142471,1873,76683.32,1992-06-03,yes
6598,171491,4294,97632.87,1992-06-03,no
6599,172931,4321,319176.1,1992-06-03,yes
6600,183042,3176,231307.37,1992-06-03,yes
6601,204228,6691,219252.89,1992-06-03,yes
6602,220710,8944,38418.76,1992-06-03,no
6603,221541,8986,86599.26,1992-06-03,no
6604,230340,4495,179428.11,1992-06-03,yes
6605,243491,2473,6427.69,1992-06-03,no
6606,254179,926,169215.27,1992-06-03,no
6607,293186,7043,159220.44,1992-06-03,no
6608,298565,9398,273922.06,1992-06-03,yes
6609,304485,854,104534.19,1992-06-03,no
6610,321633,6029,257646.48,1992-06-03,yes
6611,328390,2542,172837.0,1992-06-03,yes
6612,335906,3521,111659.17,1992-06-03,no
6613,349573,38,32654.74,1992-06-03,no
6614,351943,4933,104268.96,1992-06-03,no
6615,359874,8893,239219.52,1992-06-03,yes
6616,360417,9581,275942.62,1992-06-03,yes
6617,365767,286,137033.18,1992-06-03,yes
6618,379104,6676,124424.0,1992-06-03,no
6619,385376,7868,54105.81,1992-06-03,no
6620,387937,1247,256025.12,1992-06-03,yes
6621,16070,7837,96263.33,1992-06-04,no
6622,40576,5882,4546.52,1992-06-04,no
6623,44679,5071,101662.04,1992-06-04,no
6624,54724,1600,18557.55,1992-06-04,no
6625,68096,6091,187737.4,1992-06-04,yes
6626,68359,1102,165407.52,1992-06-04,yes
6627,72133,3799,294872.84,1992-06-04,yes
6628,89826,7351,139656.89,1992-06-04,no
6629,93664,5314,189688.38,1992-06-04,no
6630,100736,9317,55270.01,1992-06-04,no
6631,106113,8683,29876.87,1992-06-04,yes
6632,126913,1046,100812.29,1992-06-04,no
6633,145824,7628,47140.02,1992-06-04,no
6634,147492,8185,238741.14,1992-06-04,yes
6635,148135,3494,189645.35,1992-06-04,no
6636,156485,496,225900.98,1992-06-04,yes
6637,161510,1903,152283.41,1992-06-04,yes
6638,169379,1297,142815.83,1992-06-04,no
6639,189063,6922,104698.88,1992-06-04,no
6640,208133,3775,105388.08,1992-06-04,yes
6641,213158,3209,199673.81,1992-06-04,no
6642,230497,1408,99426.19,1992-06-04,no
6643,233093,3175,230195.72,1992-06-04,yes
6644,239457,9937,155080.48,1992-06-04,no
6645,246657,7613,308899.16,1992-06-04,yes
6646,247846,7717,140532.0,1992-06-04,yes
6647,249636,9974,99482.23,1992-06-04,no
6648,251558,5668,123214.84,1992-06-04,no
6649,268197,6940,105549.9,1992-06-04,no
6650,271489,2362,227150.77,1992-06-04,yes
6651,288770,9214,75395.56,1992-06-04,no
6652,295393,2459,276793.58,1992-06-04,yes
6653,312390,1510,113167.7,1992-06-04,no
6654,321926,4265,98256.17,1992-06-04,no
6655,321958,7181,225075.15,1992-06-04,yes
6656,325573,8554,167728.74,1992-06-04,no
6657,334918,9079,168263.78,1992-06-04,no
6658,354982,1313,150797.03,1992-06-04,yes
6659,355654,6583,118390.54,1992-06-04,no
6660,363233,727,198259.32,1992-06-04,yes
6661,376902,7253,116102.23,1992-06-04,no
6662,379942,9532,72022.95,1992-06-04,no
6663,384386,4802,243886.6,1992-06-04,yes
6664,16195,2356,57213.56,1992-06-05,no
6665,17760,6334,165714.21,1992-06-05,yes
6666,23809,8191,275604.84,1992-06-05,yes
6667,34754,5591,8513.9,1992-06-05,no
6668,44740,6449,106992.82,1992-06-05,no
6669,96679,8789,135271.26,1992-06-05,no
6670,96992,9440,220349.62,1992-06-05,yes
6671,102881,6244,295078.96,1992-06-05,yes
6672,155302,1879,55153.35,1992-06-05,no
6673,164836,4895,296177.61,1992-06-05,yes
6674,176421,3274,157150.44,1992-06-05,no
6675,177735,8125,192507.29,1992-06-05,yes
6676,179491,853,235207.12,1992-06-05,yes
6677,191425,8476,152062.62,1992-06-05,yes
6678,195173,9242,187464.35,1992-06-05,no
6679,214339,7510,44235.7,1992-06-05,no
6680,214402,6466,47778.66,1992-06-05,no
6681,217127,6802,198678.42,1992-06-05,no
6682,228064,1295,118357.75,1992-06-05,yes
6683,239462,8756,166802.67,1992-06-05,yes
6684,248512,7270,234260.83,1992-06-05,yes
6685,255591,2735,105235.13,1992-06-05,no
6686,276129,6700,118502.78,1992-06-05,no
6687,276932,919,17709.11,1992-06-05,no
6688,287748,2687,164521.58,1992-06-05,yes
6689,293126,1696,200781.01,1992-06-05,yes
6690,293317,8816,256669.56,1992-06-05,yes
6691,293959,9532,156791.23,1992-06-05,yes
6692,301091,6952,73979.45,1992-06-05,yes
6693,303303,1429,78547.69,1992-06-05,yes
6694,317893,8600,71829.73,1992-06-05,no
6695,323458,3799,233593.92,1992-06-05,yes
6696,333254,2005,121444.38,1992-06-05,yes
6697,341765,8186,223236.37,1992-06-05,yes
6698,343906,8975,123013.71,1992-06-05,no
6699,349411,6823,30245.88,1992-06-05,no
6700,352037,1352,34288.38,1992-06-05,no
6701,367234,1237,9281.49,1992-06-05,no
6702,371911,1243,142622.95,1992-06-05,no
6703,373511,2638,135124.65,1992-06-05,no
6704,393447,328,226325.58,1992-06-05,yes
6705,36354,9859,199709.32,1992-06-06,no
6706,36485,8050,311119.41,1992-06-06,yes
6707,37315,1676,61433.73,1992-06-06,no
6708,56805,1918,270320.08,1992-06-06,yes
6709,72933,8287,100042.36,1992-06-06,no
6710,80389,4279,118877.7,1992-06-06,no
6711,89219,6268,120699.97,1992-06-06,no
6712,93122,8581,92708.98,1992-06-06,no
6713,97473,988,137423.38,1992-06-06,no
6714,104229,3403,23738.55,1992-06-06,no
6715,123557,5911,62341.92,1992-06-06,yes
6716,132038,8527,186259.71,1992-06-06,yes
6717,135745,6349,53097.75,1992-06-06,no
6718,142114,9976,118314.95,1992-06-06,yes
6719,145957,979,93894.54,1992-06-06,no
6720,153568,1537,313851.38,1992-06-06,yes
6721,153766,3130,69986.52,1992-06-06,yes
6722,168066,1136,92032.64,1992-06-06,no
6723,169507,4730,81078.44,1992-06-06,no
6724,174884,9581,307490.04,1992-06-06,yes
6725,182020,2440,125727.97,1992-06-06,no
6726,187392,7978,59635.27,1992-06-06,yes
6727,209414,8497,154474.99,1992-06-06,no
6728,228743,5605,124647.87,1992-06-06,yes
6729,234439,4039,209252.11,1992-06-06,yes
6730,239910,7486,239096.37,1992-06-06,yes
6731,246467,67,136102.41,1992-06-06,yes
6732,255682,4951,293774.96,1992-06-06,yes
6733,255842,5048,25137.46,1992-06-06,no
6734,257510,412,12371.45,1992-06-06,yes
6735,301061,5507,112112.23,1992-06-06,no
6736,308517,9496,17987.95,1992-06-06,no
6737,330625,1102,47368.39,1992-06-06,no
6738,343396,4684,18382.1,1992-06-06,no
6739,346050,7453,210098.09,1992-06-06,yes
6740,350692,7823,146154.02,1992-06-06,yes
6741,356096,5663,89713.14,1992-06-06,no
6742,370497,391,69855.41,1992-06-06,yes
6743,374183,6206,7512.58,1992-06-06,no
6744,376674,2267,90661.81,1992-06-06,no
6745,394434,1714,274195.13,1992-06-06,yes
6746,15591,7741,237687.91,1992-06-07,yes
6747,24390,4744,185074.47,1992-06-07,no
6748,37762,4955,91898.25,1992-06-07,no
6749,56132,2911,75703.58,1992-06-07,no
6750,69447,6947,139882.62,1992-06-07,yes
6751,71494,1615,114640.94,1992-06-07,no
6752,80614,1981,349241.31,1992-06-07,yes
6753,81541,68,127020.25,1992-06-07,no
6754,88164,5275,184769.51,1992-06-07,no
6755,92801,8681,206041.01,1992-06-07,yes
6756,108740,8269,221054.48,1992-06-07,yes
6757,116966,8692,246955.94,1992-06-07,yes
6758,122688,3794,87883.3,1992-06-07,yes
6759,127783,514,109134.39,1992-06-07,no
6760,137921,5698,106606.86,1992-06-07,no
6761,189379,9701,157478.84,1992-06-07,no
6762,191075,7732,245413.13,1992-06-07,yes
6763,201092,3685,162737.8,1992-06-07,no
6764,207937,2102,255923.94,1992-06-07,yes
6765,226276,4615,67312.61,1992-06-07,no
6766,230016,467,107012.33,1992-06-07,no
6767,233607,3569,303412.4,1992-06-07,yes
6768,244548,7616,380547.12,1992-06-07,yes
6769,251751,9271,206309.26,1992-06-07,yes
6770,252418,2584,30663.88,1992-06-07,no
6771,256002,1465,265757.79,1992-06-07,yes
6772,270438,3796,145983.32,1992-06-07,no
6773,272647,4288,100141.06,1992-06-07,no
6774,299937,5984,85537.04,1992-06-07,no
6775,304547,4801,11516.78,1992-06-07,no
6776,311909,2465,216287.37,1992-06-07,yes
6777,313571,7840,18213.04,1992-06-07,no
6778,316034,7295,228282.71,1992-06-07,yes
6779,336964,6043,219313.35,1992-06-07,yes
6780,338178,3190,33677.8,1992-06-07,yes
6781,344960,5119,215754.2,1992-06-07,yes
6782,358692,4705,96972.34,1992-06-07,no
6783,375143,5632,85237.81,1992-06-07,no
6784,389671,7706,71333.06,1992-06-07,no
6785,398115,2074,217011.73,1992-06-07,yes
6786,2054,2686,214663.14,1992-06-08,yes
6787,9505,2107,276334.91,1992-06-08,yes
6788,11366,5779,9297.14,1992-06-08,no
6789,21028,697,75665.42,1992-06-08,no
6790,35428,8981,104825.84,1992-06-08,no
6791,39943,6347,227546.11,1992-06-08,yes
6792,50144,6347,177435.91,1992-06-08,no
6793,66341,4588,121449.5,1992-06-08,no
6794,69635,2348,166952.41,1992-06-08,no
6795,70022,7786,126120.38,1992-06-08,no
6796,85796,6262,47304.77,1992-06-08,no
6797,87522,2507,1389.27,1992-06-08,no
6798,97125,6676,102317.09,1992-06-08,yes
6799,111812,3769,74934.26,1992-06-08,no
6800,123687,8086,48980.45,1992-06-08,no
6801,129572,3760,110311.0,1992-06-08,yes
6802,130948,9595,115029.9,1992-06-08,no
6803,157894,10049,70395.92,1992-06-08,yes
6804,160995,4817,213798.89,1992-06-08,yes
6805,173061,835,220296.37,1992-06-08,yes
6806,175460,3118,149739.06,1992-06-08,no
6807,184134,1138,121756.27,1992-06-08,yes
6808,185505,6797,59796.62,1992-06-08,no
6809,193762,1450,198059.99,1992-06-08,no
6810,202790,6511,231376.38,1992-06-08,yes
6811,236961,1726,120055.17,1992-06-08,no
6812,245287,6187,149476.74,1992-06-08,yes
6813,267334,10030,191776.42,1992-06-08,yes
6814,268966,8080,91150.97,1992-06-08,no
6815,269894,8194,324419.19,1992-06-08,yes
6816,275009,4468,256674.62,1992-06-08,yes
6817,275714,8704,14009.43,1992-06-08,yes
6818,275906,6890,29006.25,1992-06-08,no
6819,281955,7591,207192.03,1992-06-08,yes
6820,287105,4537,155798.06,1992-06-08,yes
6821,291809,565,90803.31,1992-06-08,no
6822,319073,8737,108188.9,1992-06-08,no
6823,345605,3145,53519.64,1992-06-08,no
6824,345762,3647,85708.05,1992-06-08,no
6825,351684,6457,1961.7,1992-06-08,no
6826,351714,5578,68421.55,1992-06-08,no
6827,353030,2569,116911.43,1992-06-08,no
6828,359875,2281,126764.92,1992-06-08,no
6829,361285,5815,211366.45,1992-06-08,yes
6830,368899,2572,107237.22,1992-06-08,yes
6831,376323,5560,138146.08,1992-06-08,no
6832,389734,3488,64079.14,1992-06-08,no
6833,391298,1111,190940.24,1992-06-08,yes
6834,868,6935,168302.31,1992-06-09,no
6835,19874,5800,108434.9,1992-06-09,no
6836,26656,9490,78508.36,1992-06-09,no
6837,29856,5152,132498.73,1992-06-09,no
6838,35012,4597,149511.14,1992-06-09,no
6839,39686,2590,302270.0,1992-06-09,yes
6840,54306,5945,59471.32,1992-06-09,no
6841,55431,8516,168828.91,1992-06-09,no
6842,62374,8513,72769.79,1992-06-09,no
6843,68003,1633,375876.62,1992-06-09,yes
6844,107809,8489,122798.75,1992-06-09,no
6845,121184,8785,5027.48,1992-06-09,no
